facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year
Vales Point Power Station,F,NSW,7378295.0,6471988.0,99519.0,6571507,0.88,Black Coal,2020
Royalla Solar Farm,F,ACT,38478.0,0.0,176.0,176,0.0,Solar,2020
Dundonnell Wind Farm,F,VIC,82427.0,5122.0,504.0,5626,0.06,Wind,2020
Gannawarra Solar Farm Pty Ltd,F,VIC,73961.0,17.0,0.0,17,0.0,Solar,2020
GESS ProjectCo Pty Ltd,F,VIC,0.0,15.0,2967.0,2982,0.0,Battery,2020
Hamilton Solar Farm Pty Ltd,F,QLD,128296.0,74.0,0.0,74,0.0,Solar,2020
The Daydream Solar Farm Trust,F,QLD,350726.0,34.0,0.0,34,0.0,Solar,2020
The Hayman Solar Farm Trust,F,QLD,108578.0,16.0,0.0,16,0.0,Solar,2020
Whitsunday Solar Farm Pty,F,QLD,112801.0,73.0,0.0,73,0.0,Solar,2020
Bremer Bay Wind Diesel Power Station,F,WA,1742.0,48.0,3.0,51,0.03,Wind,2020
Cockburn Power Station,F,WA,216705.0,85776.0,0.0,85776,0.4,Gas,2020
Collie Power Station,F,WA,962093.0,890846.0,3840.0,894686,0.93,Black Coal,2020
Coral Bay Wind Diesel Power Station,F,WA,3109.0,1613.0,0.0,1613,0.52,Diesel,2020
Denham Wind Farm,F,WA,2216.0,0.0,1.0,1,0.0,Wind,2020
Esperance Wind Farm,F,WA,14520.0,1.0,6.0,7,0.0,Wind,2020
Hopetoun Wind Diesel Power Station,F,WA,4744.0,2240.0,0.0,2240,0.47,Diesel,2020
Kalbarri Wind Farm,F,WA,2975.0,0.0,4.0,4,0.0,Wind,2020
Kalgoorlie Gas Turbine Station,F,WA,3129.0,3314.0,0.0,3314,1.06,Gas,2020
Kwinana Power Station,F,WA,793439.0,428789.0,771.0,429560,0.54,Gas,2020
Muja Power Station,F,WA,3892638.0,3588105.0,1539.0,3589644,0.92,Black Coal,2020
Mungarra Gas Turbine Station,F,WA,8774.0,6961.0,0.0,6961,0.79,Gas,2020
Pinjar Gas Turbine Station,F,WA,498506.0,433023.0,0.0,433023,0.87,Gas,2020
Ravensthorpe Power Station,F,WA,133.0,100.0,0.0,100,0.75,Diesel,2020
Childers Solar Farm,F,QLD,104519.0,0.0,284.0,284,0.0,Solar,2020
Nevertire Solar Farm,F,NSW,54045.0,0.0,266.0,266,0.0,Solar,2020
Susan River Solar Farm,F,QLD,134426.0,0.0,348.0,348,0.0,Solar,2020
Bungala One Solar Farm,F,SA,254722.0,0.0,0.0,0,0.0,Solar,2020
Bungala Two Solar Farm,F,SA,54586.0,0.0,0.0,0,0.0,Solar,2020
Aurukun Remote generation,F,QLD,5837.0,4067.0,0.0,4067,0.7,Diesel,2020
Badu Island Remote Generation,F,QLD,3260.0,2291.0,0.0,2291,0.7,Diesel,2020
Bamaga Remote Generation,F,QLD,14489.0,10005.0,0.0,10005,0.69,Diesel,2020
Barcaldine Power Station Facility,F,QLD,1505.0,4805.0,411.0,5216,3.19,Gas,2020
Bedourie Remote Generation,F,QLD,1383.0,922.0,0.0,922,0.67,Diesel,2020
Birdsville Remote Generation,F,QLD,1664.0,1096.0,0.0,1096,0.66,Diesel,2020
Boigu Island Remote Generation,F,QLD,1179.0,898.0,0.0,898,0.76,Diesel,2020
Boulia Remote Generation,F,QLD,2894.0,2094.0,0.0,2094,0.72,Diesel,2020
Burketown Remote Generation,F,QLD,2411.0,1660.0,0.0,1660,0.69,Diesel,2020
Camooweal Remote Generation,F,QLD,2046.0,1527.0,0.0,1527,0.75,Diesel,2020
Coconut Island Remote Generation,F,QLD,999.0,761.0,0.0,761,0.76,Diesel,2020
Coen Remote Generation,F,QLD,1807.0,1116.0,0.0,1116,0.62,Diesel,2020
Darnley Island Remote Generation,F,QLD,1400.0,1122.0,0.0,1122,0.8,Diesel,2020
Dauan Island Remote Generation,F,QLD,854.0,668.0,0.0,668,0.78,Diesel,2020
Doomadgee Remote Generation,F,QLD,7188.0,4555.0,0.0,4555,0.63,Diesel,2020
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,735.0,358.0,432.0,790,0.49,Diesel,2020
Energy Impact - Generation - Facility,F,QLD,1263.0,890.0,0.0,890,0.7,Diesel,2020
Gununa Remote Generation,F,QLD,6076.0,4238.0,0.0,4238,0.7,Diesel,2020
Hammond Island,F,QLD,760.0,646.0,0.0,646,0.85,Diesel,2020
Jundah Remote Generation,F,QLD,1148.0,845.0,0.0,845,0.74,Diesel,2020
Kowanyama Remote Generation,F,QLD,5103.0,3471.0,0.0,3471,0.68,Diesel,2020
Kubin Island Remote Generation,F,QLD,2245.0,1625.0,0.0,1625,0.72,Diesel,2020
Lockhart River Remote Generation,F,QLD,2497.0,1795.0,0.0,1795,0.72,Diesel,2020
Mabuig Island Remote Generation,F,QLD,1072.0,827.0,0.0,827,0.77,Diesel,2020
Mapoon Remote Generation,F,QLD,1659.0,1139.0,0.0,1139,0.69,Diesel,2020
Murray Island Remote Generation,F,QLD,1975.0,1411.0,0.0,1411,0.71,Diesel,2020
Palm Island Remote Generation,F,QLD,8109.0,5794.0,0.0,5794,0.71,Diesel,2020
Pormpuraaw,F,QLD,3227.0,2291.0,0.0,2291,0.71,Diesel,2020
Sabai Island Remote Generation,F,QLD,1582.0,1165.0,0.0,1165,0.74,Diesel,2020
Stephen Island Remote Generation,F,QLD,452.0,344.0,0.0,344,0.76,Diesel,2020
Thursday Island Remote Generation,F,QLD,26798.0,16070.0,0.0,16070,0.6,Diesel,2020
Warraber Island Remote Generation,F,QLD,1363.0,1002.0,0.0,1002,0.74,Diesel,2020
Wasaga Remote Generation,F,QLD,4418.0,3131.0,0.0,3131,0.71,Diesel,2020
Windorah Remote Generation,F,QLD,1106.0,773.0,0.0,773,0.7,Diesel,2020
Yam Island,F,QLD,1678.0,1197.0,0.0,1197,0.71,Diesel,2020
York Island,F,QLD,1367.0,1017.0,0.0,1017,0.74,Diesel,2020
Hallett Power Station,F,SA,31356.0,26864.0,1254.0,28118,0.86,Gas,2020
Jeeralang Power Station,F,VIC,162706.0,122828.0,6001.0,128829,0.75,Gas,2020
Mt Piper Power Station,F,NSW,5193973.0,4395580.0,32658.0,4428238,0.85,Black Coal,2020
Newport Power Station,F,VIC,912846.0,487991.0,20553.0,508544,0.53,Gas,2020
Tallawarra Power Station,F,NSW,1459503.0,538885.0,4889.0,543774,0.37,Gas,2020
Yallourn Power Station,F,VIC,9660430.0,12363773.0,160243.0,12524016,1.28,Brown Coal,2020
Esperance Power Station,F,WA,66378.0,53217.0,0.0,53217,0.8,Gas,2020
Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,424.0,864.0,258.0,1122,2.04,Diesel,2020
Exmouth Power Station Pty Ltd,F,WA,25016.0,17371.0,0.0,17371,0.69,Gas,2020
Finley Solar Farm,F,NSW,213219.0,0.0,860.0,860,0.0,Solar,2020
Solomon Power Station,F,WA,301611.0,185244.0,0.0,185244,0.61,Gas,2020
Oakey 2 Solar Farm,F,QLD,32375.0,0.0,0.0,0,0.0,Solar,2020
Kidston Solar One - Solar - Qld,F,QLD,119659.0,0.0,1272.0,1272,0.0,Solar,2020
Crookwell 2 Wind farm,F,NSW,313681.0,87.0,179.0,266,0.0,Wind,2020
Parkeston Power Station,F,WA,273301.0,160536.0,0.0,160536,0.59,Gas,2020
HUGHENDEN SOLAR FARM,F,QLD,28909.0,0.0,467.0,467,0.0,Solar,2020
Bastyan Hydro Power Station,F,TAS,482136.0,0.0,19.0,19,0.0,Hydro,2020
Butlers Gorge Hydro Power Station,F,TAS,79708.0,0.0,0.0,0,0.0,Hydro,2020
Catagunya Hydro Power Station,F,TAS,223654.0,0.0,41.0,41,0.0,Hydro,2020
Cethana Hydro Power Station,F,TAS,413137.0,0.0,559.0,559,0.0,Hydro,2020
Cluny Hydro Power Station,F,TAS,94499.0,0.0,13.0,13,0.0,Hydro,2020
Devils Gate Hydro Power Station,F,TAS,228180.0,0.0,26.0,26,0.0,Hydro,2020
Fisher Hydro Power Station,F,TAS,238735.0,0.0,0.0,0,0.0,Hydro,2020
Flinders Island Power Station,F,TAS,6901.0,1542.0,0.0,1542,0.22,Wind,2020
Gordon Hydro Power Station,F,TAS,1485888.0,4.0,64.0,68,0.0,Hydro,2020
John Butters Hydro Power Station,F,TAS,766607.0,0.0,246.0,246,0.0,Hydro,2020
King Island Power Station,F,TAS,14766.0,4221.0,0.0,4221,0.29,Wind,2020
Lake Echo Hydro Power Station,F,TAS,69525.0,0.0,16.0,16,0.0,Hydro,2020
Lake Margaret Lower Hydro Power station,F,TAS,17238.0,0.0,1.0,1,0.0,Hydro,2020
Lake Margaret Upper Hydro Power Station,F,TAS,44566.0,0.0,5.0,5,0.0,Hydro,2020
Lemonthyme Hydro Power Station,F,TAS,315638.0,0.0,34.0,34,0.0,Hydro,2020
Liapootah Hydro Power Station,F,TAS,425885.0,0.0,48.0,48,0.0,Hydro,2020
Mackintosh Hydro Power Station,F,TAS,489424.0,0.0,168.0,168,0.0,Hydro,2020
Meadowbank Hydro Power Station,F,TAS,115082.0,0.0,19.0,19,0.0,Hydro,2020
Paloona Hydro Power Station,F,TAS,132799.0,0.0,13.0,13,0.0,Hydro,2020
Parangana Hydro Power Station,F,TAS,5137.0,0.0,0.0,0,0.0,Hydro,2020
Poatina Hydro Power Station,F,TAS,718742.0,0.0,1401.0,1401,0.0,Hydro,2020
Reece Hydro Power Station,F,TAS,1266691.0,0.0,1093.0,1093,0.0,Hydro,2020
Repulse Hydro Power Station,F,TAS,140182.0,0.0,22.0,22,0.0,Hydro,2020
Rowallan Hydro Power Station,F,TAS,53363.0,0.0,0.0,0,0.0,Hydro,2020
Tamar Valley Power Station,F,TAS,100378.0,51824.0,1889.0,53713,0.52,Gas,2020
Tarraleah Hydro Power Station,F,TAS,582009.0,0.0,92.0,92,0.0,Hydro,2020
Trevallyn Hydro Power Station,F,TAS,313176.0,4.0,58.0,62,0.0,Hydro,2020
Tribute Hydro Power Station,F,TAS,211813.0,0.0,52.0,52,0.0,Hydro,2020
Tungatinah Hydro Power Station,F,TAS,588113.0,0.0,124.0,124,0.0,Hydro,2020
Wayatinah Hydro Power Station,F,TAS,285417.0,0.0,29.0,29,0.0,Hydro,2020
Wilmot Hydro Power Station,F,TAS,51547.0,0.0,54.0,54,0.0,Hydro,2020
Baking Board Solar Farm,F,QLD,40440.0,10.0,71.0,81,0.0,Solar,2020
Karratha Solar Power No 1 Pty Ltd,F,WA,1885.0,0.0,10.0,10,0.0,Solar,2020
Maryrorough Solar Farm,F,QLD,4570.0,8.0,61.0,69,0.0,Solar,2020
Mount Majura Solar Farm,F,ACT,4410.0,0.0,1.0,1,0.0,Solar,2020
Swan Hill Solar Farm,F,VIC,35634.0,2.0,65.0,67,0.0,Solar,2020
Williamsdale Solar Farm,F,ACT,21446.0,2.0,55.0,57,0.0,Solar,2020
Alinta Wind Farm,F,WA,318578.0,67.0,684.0,751,0.0,Wind,2020
Bodangora Wind Farm,F,NSW,357528.0,96.0,249.0,345,0.0,Wind,2020
Capital Wind Farm,F,NSW,417033.0,143.0,804.0,947,0.0,Wind,2020
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,650448.0,103.0,975.0,1078,0.0,Wind,2020
Smithfield Gas Turbine,F,NSW,26080.0,18781.0,1227.0,20008,0.72,Gas,2020
Woodlawn Wind Farm,F,NSW,171129.0,47.0,163.0,210,0.0,Wind,2020
Canunda Wind Farm,F,SA,127402.0,11.0,112.0,123,0.0,Wind,2020
Dry Creek Power Station,F,SA,6586.0,6829.0,337.0,7166,1.04,Gas,2020
Kwinana Cogeneration Plant,F,WA,940981.0,483092.0,0.0,483092,0.51,Gas,2020
Mintaro Power Station,F,SA,7724.0,6008.0,106.0,6114,0.78,Gas,2020
Pelican Point Power Station,F,SA,2773780.0,1103517.0,3349.0,1106866,0.4,Gas,2020
Port Lincoln Power Station,F,SA,690.0,1118.0,359.0,1477,1.62,Diesel,2020
Snuggery Power Station,F,SA,420.0,603.0,439.0,1042,1.43,Diesel,2020
Willogoleche Wind Farm,F,SA,235798.0,45.0,159.0,204,0.0,Wind,2020
KARADOC SOLAR FARM,F,VIC,127819.0,0.0,454.0,454,0.0,Solar,2020
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,51787.0,0.0,125.0,125,0.0,Solar,2020
Bannerton Solar Farm,F,VIC,122932.0,0.0,0.0,0,0.0,Solar,2020
Kiata Wind Farm Pty Ltd,F,VIC,129552.0,6.0,197.0,203,0.0,Wind,2020
Lal Lal Wind Farm,F,VIC,271593.0,668.0,1190.0,1858,0.0,Wind,2020
Benaraby LFGE Station,F,QLD,6789.0,455.0,0.0,455,0.07,Landfill Gas,2020
Bunya LFGE Station,F,QLD,4936.0,343.0,0.0,343,0.07,Landfill Gas,2020
Caboolture LFGE Station,F,QLD,10467.0,704.0,0.0,704,0.07,Landfill Gas,2020
Dakabin LFGE Station,F,QLD,13507.0,723.0,0.0,723,0.05,Landfill Gas,2020
Maryborough LFGE Station,F,QLD,6828.0,495.0,0.0,495,0.07,Landfill Gas,2020
Mugga Lane LFGE Station,F,ACT,1042.0,59.0,0.0,59,0.06,Landfill Gas,2020
Willawong LFGE Station,F,QLD,4121.0,371.0,0.0,371,0.09,Landfill Gas,2020
Emerald Solar Park,F,QLD,165749.0,15.0,1766.0,1781,0.0,Solar,2020
Lilyvale Solar Farm,F,QLD,226786.0,97.0,625.0,722,0.0,Solar,2020
Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,229346.0,0.0,275.0,275,0.0,Wind,2020
Albury Renewable Energy Facility,F,NSW,5972.0,340.0,0.0,340,0.06,Landfill Gas,2020
Albury Solar Facility,F,NSW,1787.0,0.0,0.0,0,0.0,Solar,2020
Awaba Renewable Energy Facility,F,NSW,6002.0,322.0,0.0,322,0.05,Landfill Gas,2020
Ballarat Renewable Energy Facility,F,VIC,11843.0,664.0,0.0,664,0.06,Landfill Gas,2020
Bendigo Renewable Energy Facility,F,VIC,4117.0,228.0,0.0,228,0.06,Landfill Gas,2020
Birkdale Renewable Energy Facility,F,QLD,4158.0,250.0,0.0,250,0.06,Landfill Gas,2020
Copping Renewable Energy Facility,F,TAS,8667.0,460.0,0.0,460,0.05,Landfill Gas,2020
Darwin Renewable Energy Facility,F,NT,8722.0,509.0,0.0,509,0.06,Landfill Gas,2020
Drysdale Renewable Energy Facility,F,VIC,8098.0,421.0,0.0,421,0.05,Landfill Gas,2020
Eastern Creek 2 Renewable Energy Facility,F,NSW,46410.0,2472.0,0.0,2472,0.05,Landfill Gas,2020
Hampton Park Renewable Energy Facility,F,VIC,67744.0,3593.0,0.0,3593,0.05,Landfill Gas,2020
Ipswich Renewable Energy Facility,F,QLD,3992.0,200.0,0.0,200,0.05,Landfill Gas,2020
Mornington Peninsula Renewable Energy Facility,F,VIC,5846.0,320.0,0.0,320,0.05,Landfill Gas,2020
NAWMA Renewable Energy Facility,F,SA,9133.0,507.0,0.0,507,0.06,Landfill Gas,2020
NAWMA Solar Facility,F,SA,1768.0,0.0,0.0,0,0.0,Solar,2020
Newcastle Renewable Energy Facility,F,NSW,18018.0,963.0,0.0,963,0.05,Landfill Gas,2020
Reedy Creek Renewable Energy Facility,F,QLD,1802.0,94.0,0.0,94,0.05,Landfill Gas,2020
Remount Renewable Energy Facility,F,TAS,9485.0,497.0,0.0,497,0.05,Landfill Gas,2020
Rochedale Renewable Energy Facility,F,QLD,48557.0,2623.0,0.0,2623,0.05,Landfill Gas,2020
Seaford Heights Renewable Energy Facility,F,SA,11987.0,696.0,0.0,696,0.06,Landfill Gas,2020
Shepparton Renewable Energy Facility,F,VIC,6414.0,354.0,0.0,354,0.06,Landfill Gas,2020
SIMS Gillman Solar Facility,F,SA,378.0,0.0,0.0,0,0.0,Solar,2020
South Cardup Renewable Energy Facility,F,WA,23338.0,1342.0,0.0,1342,0.06,Landfill Gas,2020
Stapylton Renewable Energy Facility,F,QLD,25199.0,1325.0,0.0,1325,0.05,Landfill Gas,2020
Swanbank Renewable Energy Facility,F,QLD,12905.0,671.0,0.0,671,0.05,Landfill Gas,2020
Wollert Renewable Energy Facility,F,VIC,60355.0,3361.0,0.0,3361,0.06,Landfill Gas,2020
Wyndham Renewable Energy Facility,F,VIC,31445.0,1758.0,0.0,1758,0.06,Landfill Gas,2020
Wyong Renewable Energy Facility,F,NSW,18814.0,1044.0,0.0,1044,0.06,Landfill Gas,2020
Longreach Solar Farm,F,QLD,34377.0,0.0,0.0,0,0.0,Solar,2020
Burrinjuck Hydro,F,NSW,7981.0,21.0,155.0,176,0.0,Hydro,2020
Hume Hydro,F,NSW,111752.0,30.0,168.0,198,0.0,Hydro,2020
Mt Mercer Wind farm Pty Ltd,F,VIC,403659.0,110.0,0.0,110,0.0,Wind,2020
Mt Millar Wind Farm Pty Ltd,F,SA,155546.0,90.0,0.0,90,0.0,Wind,2020
Alfred Hospital Cogeneration Plant,F,VIC,13149.0,13493.0,422.0,13915,1.03,Gas,2020
Dandenong Hospital Cogeneration Plant,F,VIC,18354.0,16945.0,192.0,17137,0.92,Gas,2020
Geelong Hospital Cogeneration Plant,F,VIC,14815.0,12993.0,354.0,13347,0.88,Gas,2020
Royal Melbourne Hospital Cogeneration Plant,F,VIC,29277.0,29038.0,348.0,29386,0.99,Gas,2020
ST. Vincent's Hospital Cogeneration Plant,F,VIC,12178.0,12813.0,396.0,13209,1.05,Gas,2020
Mortons Lane Windfarm Pty Ltd,F,VIC,67580.0,0.0,0.0,0,0.0,Wind,2020
Mumbida Wind Farm Pty Ltd,F,WA,191722.0,63.0,409.0,472,0.0,Wind,2020
Murra Warra Wind Farm,F,VIC,147007.0,6.0,184.0,190,0.0,Wind,2020
BULGANA GREEN POWER HUB,F,VIC,5429.0,192.0,2854.0,3046,0.04,Wind,2020
COLEAMBALLY SOLAR PTY LTD,F,NSW,328565.0,52.0,1200.0,1252,0.0,Solar,2020
DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,18140.0,4.0,281.0,285,0.0,Solar,2020
DUBBO SOLAR HUB PTY LTD,F,NSW,54075.0,13.0,80.0,93,0.0,Solar,2020
GRIFFITH SOLAR FARM PTY LTD,F,NSW,72247.0,11.0,90.0,101,0.0,Solar,2020
HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,198.0,3535.0,3733,0.0,Battery,2020
HWF1 Pty Ltd,F,SA,360298.0,27.0,85.0,112,0.0,Wind,2020
HWF2 Pty Ltd,F,SA,335197.0,27.0,106.0,133,0.0,Wind,2020
HWF3 PTY LTD,F,SA,353126.0,27.0,95.0,122,0.0,Wind,2020
NUMURKAH SOLAR FARM PTY LTD,F,VIC,251072.0,37.0,1155.0,1192,0.0,Solar,2020
PARKES SOLAR FARM PTY LTD,F,NSW,135133.0,19.0,269.0,288,0.0,Solar,2020
FS NSW Project No 1 AT Pty Ltd as trustee for FS NSW Project No 1 Asset Trust,F,NSW,198208.0,0.0,627.0,627,0.0,Solar,2020
Manildra Prop Pty ltd as trustee for Manildra Asset Trust,F,NSW,107009.0,0.0,170.0,170,0.0,Solar,2020
Kwinana Gas Fired Power Station,F,WA,1724343.0,664160.0,653.0,664813,0.39,Gas,2020
Gladstone Power Station,F,QLD,7602367.0,7241154.0,47079.0,7288233,0.95,Black Coal,2020
Oakey 1 Solar Farm,F,QLD,61367.0,0.0,0.0,0,0.0,Solar,2020
Australand,F,NSW,3.0,2.0,0.0,2,0.72,Gas,2020
Ballarat Solar Park,F,VIC,387.0,0.0,1.0,1,0.0,Solar,2020
Bendigo Solar Park,F,VIC,464.0,0.0,4.0,4,0.0,Solar,2020
Blackmores,F,NSW,1307.0,895.0,53.0,948,0.68,Gas,2020
Bond,F,NSW,644.0,384.0,26.0,410,0.6,Gas,2020
Chifley Square,F,NSW,1069.0,581.0,44.0,625,0.54,Gas,2020
Darling Downs Power Station,F,QLD,2177089.0,931025.0,15515.0,946540,0.43,Gas,2020
Drapac,F,VIC,610.0,388.0,31.0,419,0.64,Gas,2020
Eraring Power Station,F,NSW,14883488.0,13219982.0,10845.0,13230827,0.89,Black Coal,2020
Exhibition Street,F,VIC,1421.0,807.0,72.0,879,0.57,Gas,2020
Kent Street,F,NSW,3504.0,1819.0,142.0,1961,0.52,Gas,2020
La Trobe,F,VIC,541.0,348.0,28.0,376,0.64,Gas,2020
Ladbroke Grove Power Station,F,SA,157901.0,79665.0,414.0,80079,0.5,Gas,2020
Mirvac,F,NSW,4399.0,2433.0,178.0,2611,0.55,Gas,2020
Mortlake Power Station,F,VIC,968032.0,531968.0,3902.0,535870,0.55,Gas,2020
Mount,F,NSW,1961.0,1179.0,79.0,1258,0.6,Gas,2020
Mt Stuart Power Station,F,QLD,4278.0,4456.0,4940.0,9396,1.04,Kerosene,2020
Quarantine Power Station,F,SA,191633.0,134948.0,1299.0,136247,0.7,Gas,2020
Roma Power Station,F,QLD,17752.0,11354.0,959.0,12313,0.64,Gas,2020
Shoalhaven Scheme,F,NSW,160040.0,2.0,231703.0,231705,0.0,Hydro,2020
Stockland Headquarters,F,NSW,1297.0,758.0,53.0,811,0.58,Gas,2020
University of NSW,F,NSW,2290.0,1224.0,93.0,1317,0.53,Gas,2020
Uranquinty Power Station,F,NSW,488284.0,288486.0,4359.0,292845,0.59,Gas,2020
Millmerran Power Station (facility),F,QLD,6891076.0,5717050.0,3917.0,5720967,0.83,Black Coal,2020
Granville Harbour Wind Farm,F,TAS,68740.0,5303.0,32.0,5335,0.08,Wind,2020
Ross River Solar Farm,F,QLD,297024.0,38.0,1192.0,1230,0.0,Solar,2020
Waterloo Wind Farm,F,SA,371298.0,136.0,232.0,368,0.0,Wind,2020
Bairnsdale Power Station,F,VIC,113264.0,62064.0,150.0,62214,0.55,Gas,2020
Braemar Power Station,F,QLD,313272.0,178998.0,1932.0,180930,0.57,Coal Seam Methane,2020
Loy Yang B Power Station,F,VIC,9380536.0,10443495.0,2106.0,10445601,1.11,Brown Coal,2020
Newman Power Station,F,WA,274974.0,187289.0,0.0,187289,0.68,Gas,2020
Port Hedland Power Station,F,WA,536632.0,396684.0,0.0,396684,0.74,Gas,2020
Wagerup Power Station,F,WA,803354.0,435585.0,3928.0,439513,0.54,Gas,2020
Alpurrurulam (Lake Nash),F,NT,1632.0,1177.0,0.0,1177,0.72,Diesel,2020
Amanbidgi (Kildurk),F,NT,277.0,263.0,0.0,263,0.95,Diesel,2020
"Ampilatwatja (Alparra, Ammaroo)",F,NT,4150.0,2602.0,0.0,2602,0.63,Diesel,2020
Amunturangu (Mount Liebig),F,NT,914.0,569.0,0.0,569,0.62,Diesel,2020
Aputula (Finke),F,NT,969.0,623.0,0.0,623,0.64,Diesel,2020
Areyonga (Utju),F,NT,1118.0,726.0,0.0,726,0.65,Diesel,2020
Atitjere (Harts Range),F,NT,1054.0,589.0,0.0,589,0.56,Diesel,2020
Borroloola Generation,F,NT,5764.0,3935.0,0.0,3935,0.68,Diesel,2020
Bulla Camp,F,NT,373.0,375.0,0.0,375,1.0,Diesel,2020
Bulman,F,NT,1279.0,821.0,0.0,821,0.64,Diesel,2020
Daly Waters Generation,F,NT,1405.0,951.0,0.0,951,0.68,Diesel,2020
Elliot Generation,F,NT,3123.0,2396.0,0.0,2396,0.77,Gas,2020
Engawala (Alcoota),F,NT,590.0,447.0,0.0,447,0.76,Diesel,2020
Epenarra (Wutunugurra),F,NT,923.0,721.0,0.0,721,0.78,Diesel,2020
Eva Valley,F,NT,341.0,301.0,0.0,301,0.88,Diesel,2020
Galiwinku (Elcho Island),F,NT,7233.0,4466.0,0.0,4466,0.62,Diesel,2020
Gapuwiyak (Lake Evella),F,NT,3189.0,1865.0,0.0,1865,0.58,Diesel,2020
Gunbalanya (Oenpelli),F,NT,5149.0,3206.0,0.0,3206,0.62,Diesel,2020
Ikuntji (Haasts Bluff),F,NT,787.0,590.0,0.0,590,0.75,Diesel,2020
Imangara (Murray Downs),F,NT,346.0,271.0,0.0,271,0.78,Diesel,2020
Imanpa (Mount Ebenezer),F,NT,623.0,449.0,0.0,449,0.72,Diesel,2020
Kalkaringi (Wave Hill),F,NT,2981.0,2067.0,0.0,2067,0.69,Diesel,2020
Kaltukatjara (Docker River),F,NT,1654.0,1026.0,0.0,1026,0.62,Diesel,2020
Lajamanu (Hooker Creek),F,NT,3706.0,2096.0,0.0,2096,0.57,Diesel,2020
Laramba (Napperby),F,NT,959.0,687.0,0.0,687,0.72,Diesel,2020
Maningrida,F,NT,9083.0,5108.0,0.0,5108,0.56,Diesel,2020
Milikapiti (Snake Bay),F,NT,2234.0,1664.0,0.0,1664,0.74,Diesel,2020
Milingimbi,F,NT,3945.0,2392.0,0.0,2392,0.61,Diesel,2020
Milyakburra (Bickerton Island),F,NT,864.0,526.0,0.0,526,0.61,Diesel,2020
Minjilang (Croker Island),F,NT,1469.0,917.0,0.0,917,0.62,Diesel,2020
Minyerri (Hodgson Downs),F,NT,2472.0,1588.0,0.0,1588,0.64,Diesel,2020
Nauiyu Nambiyu (Daly River),F,NT,2997.0,937.0,0.0,937,0.31,Solar,2020
Nguiu (Bathurst Island),F,NT,7162.0,4642.0,0.0,4642,0.65,Diesel,2020
Ngukurr (Roper River),F,NT,4705.0,2972.0,0.0,2972,0.63,Diesel,2020
Numbulwar (Rose River),F,NT,3097.0,2191.0,0.0,2191,0.71,Diesel,2020
Nyirripi (Waite Creek),F,NT,1094.0,606.0,0.0,606,0.55,Diesel,2020
Orwaitilla (Canteen Creek),F,NT,854.0,631.0,0.0,631,0.74,Diesel,2020
Palumpa,F,NT,1466.0,1036.0,0.0,1036,0.71,Diesel,2020
Papunya,F,NT,2125.0,1509.0,0.0,1509,0.71,Diesel,2020
Peppimenarti,F,NT,1445.0,993.0,0.0,993,0.69,Diesel,2020
Pidgeon Hole,F,NT,511.0,399.0,0.0,399,0.78,Diesel,2020
Pirlangimpi (Garden Point),F,NT,2007.0,1540.0,0.0,1540,0.77,Diesel,2020
Ramingining,F,NT,3544.0,2018.0,0.0,2018,0.57,Diesel,2020
Robinson River,F,NT,1167.0,847.0,0.0,847,0.73,Diesel,2020
Tara (Neutral Junction),F,NT,376.0,294.0,0.0,294,0.78,Diesel,2020
Ti Tree Generation,F,NT,2333.0,1723.0,0.0,1723,0.74,Diesel,2020
Timber Creek,F,NT,2525.0,1806.0,0.0,1806,0.72,Diesel,2020
Titjikala (Maryvale),F,NT,1055.0,651.0,0.0,651,0.62,Diesel,2020
Umbakumba,F,NT,2841.0,2121.0,0.0,2121,0.75,Diesel,2020
Wadeye (Port Keats),F,NT,9811.0,6070.0,0.0,6070,0.62,Gas,2020
Walungurru (Kintore),F,NT,1898.0,1064.0,0.0,1064,0.56,Diesel,2020
Warruwi (Goulburn Is),F,NT,1923.0,1149.0,0.0,1149,0.6,Diesel,2020
Wilora (Stirling),F,NT,344.0,276.0,0.0,276,0.8,Diesel,2020
Wirliyatjarrayi (Willowra),F,NT,1195.0,820.0,0.0,820,0.69,Diesel,2020
Yarralin,F,NT,1562.0,1076.0,0.0,1076,0.69,Diesel,2020
Yuendumu,F,NT,5803.0,3662.0,0.0,3662,0.63,Diesel,2020
Channel Island Power Station,F,NT,868131.0,502511.0,0.0,502511,0.58,Gas,2020
Katherine Power Station,F,NT,27813.0,20743.0,0.0,20743,0.75,Gas,2020
Kings Canyon,F,NT,1456.0,1083.0,0.0,1083,0.74,Solar,2020
Owen Springs Power Station,F,NT,129278.0,72788.0,0.0,72788,0.56,Gas,2020
Ron Goodin Power Station,F,NT,70424.0,49036.0,0.0,49036,0.7,Gas,2020
Tennant Creek Power Station,F,NT,31895.0,21806.0,0.0,21806,0.68,Gas,2020
