facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year,lat,lng
Eastern Creek LFG Power Station,F,NSW,5726.0,331.0,12.0,343,0.06,Landfill Gas,2020,-33.8102184,150.85064
Fitzroy Crossing LNG Power Station,F,WA,14723.0,9623.0,0.0,9623,0.65,Gas,2020,-18.19797,125.5670892
Gascoyne Facility,F,WA,714.0,571.0,0.0,571,0.8,Diesel,2020,-24.5453479,115.2837585
German Creek CMM Power Station,F,QLD,307041.0,133357.0,21.0,133378,0.43,Waste Coal Mine Gas,2020,-25.47614107456473,152.8968730508393
Glennies Creek WCMG Power Station,F,NSW,82511.0,43349.0,4.0,43353,0.53,Waste Coal Mine Gas,2020,-32.4612156,151.1069328
Grange Avenue LFG Power Station,F,NSW,4886.0,281.0,7.0,288,0.06,Landfill Gas,2020,-33.701442,150.8513512
Grosvenor 1 WCMG Power Station,F,QLD,166833.0,91185.0,21.0,91206,0.55,Waste Coal Mine Gas,2020,-25.4280672,151.1771816
Grosvenor 2 WCMG Power Station,F,QLD,122390.0,67697.0,9.0,67706,0.55,Waste Coal Mine Gas,2020,-25.4280672,151.1771816
Halls Creek LNG Power Station,F,WA,11738.0,7824.0,0.0,7824,0.67,Gas,2020,-18.2229842,127.6701399
Jack's Gully LFG Power Station,F,NSW,9172.0,536.0,2.0,538,0.06,Landfill Gas,2020,-30.77061538644708,152.4718795408291
Kalamunda Power Station,F,WA,4.0,3.0,2.0,5,0.68,Diesel,2020,-31.9733275,116.0604722
Laverton Facility,F,WA,4297.0,3005.0,0.0,3005,0.7,Diesel,2020,-28.6257407,122.4018661
Leonora Facility,F,WA,8702.0,6577.0,0.0,6577,0.76,Gas,2020,-28.8815658,121.3308768
Looma NGD power Station,F,WA,2440.0,1943.0,0.0,1943,0.8,Diesel,2020,-18.0398016,124.1493803
Lucas Heights 1 LFG Power Station,F,NSW,12214.0,729.0,2.0,731,0.06,Landfill Gas,2020,-34.0506403,150.9872444
Lucas Heights 2 LFG Power Station,F,NSW,105311.0,6114.0,2.0,6116,0.06,Landfill Gas,2020,-34.0506403,150.9872444
McArthur River Power Station,F,NT,327481.0,155049.0,0.0,155049,0.47,Gas,2020,-16.11427123151219,136.3288903783971
Menzies Facility,F,WA,727.0,569.0,0.0,569,0.78,Diesel,2020,-29.6935942,121.0289555
Moranbah North CMM Power Station,F,QLD,446613.0,253284.0,11.0,253295,0.57,Waste Coal Mine Gas,2020,-21.8853292,147.9657585
Mugga Lane LFG Power Station,F,ACT,22294.0,1278.0,4.0,1282,0.06,Landfill Gas,2020,-35.3739879,149.1324352
Oaky Creek II WCMG Power Station,F,QLD,82511.0,47652.0,20.0,47672,0.58,Waste Coal Mine Gas,2020,-28.1913043,152.9375365
Oaky Creek WCMG Power Station,F,QLD,127845.0,65530.0,15.0,65545,0.51,Waste Coal Mine Gas,2020,-28.1913043,152.9375365
Pine Creek A Power Station,F,NT,188608.0,90418.0,0.0,90418,0.48,Gas,2020,-13.8226918,131.8344229
Red Hill LFG Power Station,F,WA,22467.0,1114.0,2.0,1116,0.05,Landfill Gas,2020,-31.8548072,116.0538776
Springvale LFG Power Station,F,VIC,13146.0,662.0,5.0,667,0.05,Landfill Gas,2020,-37.9487211,145.1529433
Tahmoor WCMG Power Station,F,NSW,51964.0,28004.0,4.0,28008,0.54,Waste Coal Mine Gas,2020,-34.2246566,150.5929466
Tamala Park LFG Power Station,F,WA,37102.0,1837.0,3.0,1840,0.05,Landfill Gas,2020,-31.7077611,115.7266133
Tower CSM Power Station,F,NSW,91767.0,65416.0,183.0,65599,0.71,Waste Coal Mine Gas,2020,-31.2532183,146.921099
Warmun Facility,F,WA,2726.0,2060.0,0.0,2060,0.76,Diesel,2020,-17.029704,128.2108177
Weipa Solar Power Station,F,QLD,2105.0,0.0,7.0,7,0.0,Solar,2020,-12.6492936,141.8469901
Wingfield 1 LFG Power Station,F,SA,8825.0,613.0,2.0,615,0.07,Landfill Gas,2020,-34.8413535,138.54613
Wingfield 2 LFG Power Station,F,SA,16184.0,787.0,0.0,787,0.05,Landfill Gas,2020,-34.8413535,138.54613
Wonthaggi Wind Farm,F,VIC,32472.0,4.0,52.0,56,0.0,Wind,2020,-38.6073719,145.547975
Clare Solar Farm,F,QLD,175349.0,187.0,772.0,959,0.0,Solar,2020,-19.8396942,147.2103537
Barron Gorge Power Station,F,QLD,99099.0,664.0,442.0,1106,0.01,Hydro,2020,-16.8509999,145.6468624
Kareeya Power Station,F,QLD,145515.0,51.0,1922.0,1973,0.0,Hydro,2020,-17.767023,145.5780181
Swanbank E Power Station,F,QLD,924505.0,349654.0,1001.0,350655,0.38,Gas,2020,-27.6541138,152.8165514
Wivenhoe Power Station,F,QLD,94609.0,19.0,121970.0,121989,0.0,Hydro,2020,-22.575197,144.0847926
Cue Town Powerstation,F,WA,3298.0,2289.0,0.0,2289,0.69,Diesel,2020,-27.4245191,117.8969772
Meekatharra Town Powerstation,F,WA,6220.0,4295.0,0.0,4295,0.69,Diesel,2020,-26.5956611,118.4935984
Mt Magnet Town Powerstation,F,WA,4070.0,2469.0,0.0,2469,0.61,Gas,2020,-28.0652329,117.8487476
Norseman Gold Power Station,F,WA,923.0,667.0,0.0,667,0.72,Diesel,2020,-32.1976369,121.7789566
Sandstone Town Powerstation,F,WA,628.0,481.0,0.0,481,0.77,Diesel,2020,-27.9879426,119.2979738
Wiluna Town Powerstation,F,WA,2536.0,1781.0,0.0,1781,0.7,Diesel,2020,-26.5943011,120.227356
Yalgoo Town Powerstation,F,WA,1041.0,857.0,0.0,857,0.82,Diesel,2020,-28.3508702,116.7658255
Collgar Wind Farm,F,WA,684939.0,214.0,778.0,992,0.0,Wind,2020,-31.9509006,115.8496117
Boco Rock Wind Farm Pty Ltd,F,NSW,378853.0,14.0,0.0,14,0.0,Wind,2020,-33.862282,151.2078801
Crudine Ridge Wind Farm,F,NSW,83.0,1392.0,0.0,1392,16.8,Wind,2020,-32.8994051,149.6484026
Vales Point Power Station,F,NSW,7378295.0,6471988.0,99519.0,6571507,0.88,Black Coal,2020,-33.1620493,151.5407221
Royalla Solar Farm,F,ACT,38478.0,0.0,176.0,176,0.0,Solar,2020,-35.4897929,149.1430018
Dundonnell Wind Farm,F,VIC,82427.0,5122.0,504.0,5626,0.06,Wind,2020,-37.8411508,142.8755802
Gannawarra Solar Farm Pty Ltd,F,VIC,73961.0,17.0,0.0,17,0.0,Solar,2020,-35.7350558,143.7794624
GESS ProjectCo Pty Ltd,F,VIC,0.0,15.0,2967.0,2982,0.0,Battery,2020,-36.9847807,143.3906074
Hamilton Solar Farm Pty Ltd,F,QLD,128296.0,74.0,0.0,74,0.0,Solar,2020,-20.5166818,147.685613
The Daydream Solar Farm Trust,F,QLD,350726.0,34.0,0.0,34,0.0,Solar,2020,-22.575197,144.0847926
The Hayman Solar Farm Trust,F,QLD,108578.0,16.0,0.0,16,0.0,Solar,2020,-20.4875155,147.7447776
Whitsunday Solar Farm Pty,F,QLD,112801.0,73.0,0.0,73,0.0,Solar,2020,-20.4948646,147.7481529
Bremer Bay Wind Diesel Power Station,F,WA,1742.0,48.0,3.0,51,0.03,Wind,2020,-34.3928168,119.378766
Cockburn Power Station,F,WA,216705.0,85776.0,0.0,85776,0.4,Gas,2020,-32.2003779,115.7740725
Collie Power Station,F,WA,962093.0,890846.0,3840.0,894686,0.93,Black Coal,2020,-33.341898,116.2622544
Coral Bay Wind Diesel Power Station,F,WA,3109.0,1613.0,0.0,1613,0.52,Diesel,2020,-23.1422976,113.7723112
Denham Wind Farm,F,WA,2216.0,0.0,1.0,1,0.0,Wind,2020,-25.9282531,113.5398582
Esperance Wind Farm,F,WA,14520.0,1.0,6.0,7,0.0,Wind,2020,-33.8613953,121.8912724
Hopetoun Wind Diesel Power Station,F,WA,4744.0,2240.0,0.0,2240,0.47,Diesel,2020,-33.9216173,120.1350156
Kalbarri Wind Farm,F,WA,2975.0,0.0,4.0,4,0.0,Wind,2020,-27.8983075,114.1945476
Kalgoorlie Gas Turbine Station,F,WA,3129.0,3314.0,0.0,3314,1.06,Gas,2020,-30.749,121.466
Kwinana Power Station,F,WA,793439.0,428789.0,771.0,429560,0.54,Gas,2020,-32.2002686,115.7759049
Muja Power Station,F,WA,3892638.0,3588105.0,1539.0,3589644,0.92,Black Coal,2020,-33.446204,116.3065633
Mungarra Gas Turbine Station,F,WA,8774.0,6961.0,0.0,6961,0.79,Gas,2020,-22.6849341,117.7945579
Pinjar Gas Turbine Station,F,WA,498506.0,433023.0,0.0,433023,0.87,Gas,2020,-31.62058739999999,115.8208094
Ravensthorpe Power Station,F,WA,133.0,100.0,0.0,100,0.75,Diesel,2020,-33.5817351,120.0470727
Childers Solar Farm,F,QLD,104519.0,0.0,284.0,284,0.0,Solar,2020,-25.3000679,152.4048832
Nevertire Solar Farm,F,NSW,54045.0,0.0,266.0,266,0.0,Solar,2020,-31.8298168,147.7076416
Susan River Solar Farm,F,QLD,134426.0,0.0,348.0,348,0.0,Solar,2020,-25.4150161,152.7482407
Bungala One Solar Farm,F,SA,254722.0,0.0,0.0,0,0.0,Solar,2020,-32.4157497,137.8486525
Bungala Two Solar Farm,F,SA,54586.0,0.0,0.0,0,0.0,Solar,2020,-35.44673379682987,138.3113974590745
Aurukun Remote generation,F,QLD,5837.0,4067.0,0.0,4067,0.7,Diesel,2020,-13.3550159,141.728558
Badu Island Remote Generation,F,QLD,3260.0,2291.0,0.0,2291,0.7,Diesel,2020,-10.116416,142.1275481
Bamaga Remote Generation,F,QLD,14489.0,10005.0,0.0,10005,0.69,Diesel,2020,-10.892344,142.3871554
Barcaldine Power Station Facility,F,QLD,1505.0,4805.0,411.0,5216,3.19,Gas,2020,-23.5523795,145.3140957
Bedourie Remote Generation,F,QLD,1383.0,922.0,0.0,922,0.67,Diesel,2020,-24.5351302,139.5678767
Birdsville Remote Generation,F,QLD,1664.0,1096.0,0.0,1096,0.66,Diesel,2020,-25.898242,139.3534879
Boigu Island Remote Generation,F,QLD,1179.0,898.0,0.0,898,0.76,Diesel,2020,-9.2305459,142.2196134
Boulia Remote Generation,F,QLD,2894.0,2094.0,0.0,2094,0.72,Diesel,2020,-22.9110493,139.9118532
Burketown Remote Generation,F,QLD,2411.0,1660.0,0.0,1660,0.69,Diesel,2020,-17.7422259,139.5479392
Camooweal Remote Generation,F,QLD,2046.0,1527.0,0.0,1527,0.75,Diesel,2020,-19.9214739,138.1200749
Coconut Island Remote Generation,F,QLD,999.0,761.0,0.0,761,0.76,Diesel,2020,-10.0499406,143.0676416
Coen Remote Generation,F,QLD,1807.0,1116.0,0.0,1116,0.62,Diesel,2020,-13.945214,143.198799
Darnley Island Remote Generation,F,QLD,1400.0,1122.0,0.0,1122,0.8,Diesel,2020,-9.5974691,143.7614205
Dauan Island Remote Generation,F,QLD,854.0,668.0,0.0,668,0.78,Diesel,2020,-9.4201831,142.5345281
Doomadgee Remote Generation,F,QLD,7188.0,4555.0,0.0,4555,0.63,Diesel,2020,-17.9399667,138.8292283
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,735.0,358.0,432.0,790,0.49,Diesel,2020,-27.981644,152.9673844
Energy Impact - Generation - Facility,F,QLD,1263.0,890.0,0.0,890,0.7,Diesel,2020,-22.575197,144.0847926
Gununa Remote Generation,F,QLD,6076.0,4238.0,0.0,4238,0.7,Diesel,2020,-16.6665486,139.1839483
Hammond Island,F,QLD,760.0,646.0,0.0,646,0.85,Diesel,2020,-10.5585847,142.2071605
Jundah Remote Generation,F,QLD,1148.0,845.0,0.0,845,0.74,Diesel,2020,-24.8316136,143.0589714
Kowanyama Remote Generation,F,QLD,5103.0,3471.0,0.0,3471,0.68,Diesel,2020,-15.4748788,141.7452429
Kubin Island Remote Generation,F,QLD,2245.0,1625.0,0.0,1625,0.72,Diesel,2020,-10.170563,142.254972
Lockhart River Remote Generation,F,QLD,2497.0,1795.0,0.0,1795,0.72,Diesel,2020,-12.7860548,143.3418664
Mabuig Island Remote Generation,F,QLD,1072.0,827.0,0.0,827,0.77,Diesel,2020,-9.9553248,142.1832671
Mapoon Remote Generation,F,QLD,1659.0,1139.0,0.0,1139,0.69,Diesel,2020,-12.0236898,141.9047365
Murray Island Remote Generation,F,QLD,1975.0,1411.0,0.0,1411,0.71,Diesel,2020,-9.9146646,144.0410985
Palm Island Remote Generation,F,QLD,8109.0,5794.0,0.0,5794,0.71,Diesel,2020,-18.7344761,146.579811
Pormpuraaw,F,QLD,3227.0,2291.0,0.0,2291,0.71,Diesel,2020,-14.8999292,141.6190745
Sabai Island Remote Generation,F,QLD,1582.0,1165.0,0.0,1165,0.74,Diesel,2020,-9.37806,142.6219811
Stephen Island Remote Generation,F,QLD,452.0,344.0,0.0,344,0.76,Diesel,2020,-9.5078041,143.5459797
Thursday Island Remote Generation,F,QLD,26798.0,16070.0,0.0,16070,0.6,Diesel,2020,-10.5802361,142.2210964
Warraber Island Remote Generation,F,QLD,1363.0,1002.0,0.0,1002,0.74,Diesel,2020,-10.2082232,142.8245693
Wasaga Remote Generation,F,QLD,4418.0,3131.0,0.0,3131,0.71,Diesel,2020,-10.5925609,142.249371
Windorah Remote Generation,F,QLD,1106.0,773.0,0.0,773,0.7,Diesel,2020,-25.4225397,142.6559128
Yam Island,F,QLD,1678.0,1197.0,0.0,1197,0.71,Diesel,2020,-9.9029808,142.775032
York Island,F,QLD,1367.0,1017.0,0.0,1017,0.74,Diesel,2020,-9.7516447,143.4081551
Hallett Power Station,F,SA,31356.0,26864.0,1254.0,28118,0.86,Gas,2020,-33.3522796,138.7536186
Jeeralang Power Station,F,VIC,162706.0,122828.0,6001.0,128829,0.75,Gas,2020,-38.3670385,146.4391023
Mt Piper Power Station,F,NSW,5193973.0,4395580.0,32658.0,4428238,0.85,Black Coal,2020,-33.358008,150.0320006
Newport Power Station,F,VIC,912846.0,487991.0,20553.0,508544,0.53,Gas,2020,-37.8411815,144.8944409
Tallawarra Power Station,F,NSW,1459503.0,538885.0,4889.0,543774,0.37,Gas,2020,-34.5248325,150.8065789
Yallourn Power Station,F,VIC,9660430.0,12363773.0,160243.0,12524016,1.28,Brown Coal,2020,-38.1814386,146.3479385
Esperance Power Station,F,WA,66378.0,53217.0,0.0,53217,0.8,Gas,2020,-33.8613953,121.8912724
Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,424.0,864.0,258.0,1122,2.04,Diesel,2020,-31.9595859,141.4608138
Exmouth Power Station Pty Ltd,F,WA,25016.0,17371.0,0.0,17371,0.69,Gas,2020,-21.9464819,114.1249463
Finley Solar Farm,F,NSW,213219.0,0.0,860.0,860,0.0,Solar,2020,-35.64421,145.5086444
Solomon Power Station,F,WA,301611.0,185244.0,0.0,185244,0.61,Gas,2020,-22.1129862,117.8827311
Oakey 2 Solar Farm,F,QLD,32375.0,0.0,0.0,0,0.0,Solar,2020,-27.4441771,151.722869
Kidston Solar One - Solar - Qld,F,QLD,119659.0,0.0,1272.0,1272,0.0,Solar,2020,-18.889097,144.138785
Crookwell 2 Wind farm,F,NSW,313681.0,87.0,179.0,266,0.0,Wind,2020,-34.5411791,149.5954639
Parkeston Power Station,F,WA,273301.0,160536.0,0.0,160536,0.59,Gas,2020,-30.7269451,121.4974951
HUGHENDEN SOLAR FARM,F,QLD,28909.0,0.0,467.0,467,0.0,Solar,2020,-20.8547938,144.186048
Bastyan Hydro Power Station,F,TAS,482136.0,0.0,19.0,19,0.0,Hydro,2020,-41.7360047,145.5318835
Butlers Gorge Hydro Power Station,F,TAS,79708.0,0.0,0.0,0,0.0,Hydro,2020,-42.28059469999999,146.3151456
Catagunya Hydro Power Station,F,TAS,223654.0,0.0,41.0,41,0.0,Hydro,2020,-42.4523344,146.5978522
Cethana Hydro Power Station,F,TAS,413137.0,0.0,559.0,559,0.0,Hydro,2020,-41.4798866,146.147545
Cluny Hydro Power Station,F,TAS,94499.0,0.0,13.0,13,0.0,Hydro,2020,-42.0409059,146.8087322
Devils Gate Hydro Power Station,F,TAS,228180.0,0.0,26.0,26,0.0,Hydro,2020,-41.3429983,146.2686841
Fisher Hydro Power Station,F,TAS,238735.0,0.0,0.0,0,0.0,Hydro,2020,-42.0409059,146.8087322
Flinders Island Power Station,F,TAS,6901.0,1542.0,0.0,1542,0.22,Wind,2020,-40.1163649,148.0288719
Gordon Hydro Power Station,F,TAS,1485888.0,4.0,64.0,68,0.0,Hydro,2020,-43.26312830000001,147.2389971
John Butters Hydro Power Station,F,TAS,766607.0,0.0,246.0,246,0.0,Hydro,2020,-42.1548711,145.5345778
King Island Power Station,F,TAS,14766.0,4221.0,0.0,4221,0.29,Wind,2020,-39.87534770000001,143.9370758
Lake Echo Hydro Power Station,F,TAS,69525.0,0.0,16.0,16,0.0,Hydro,2020,-42.1581419,146.6456158
Lake Margaret Lower Hydro Power station,F,TAS,17238.0,0.0,1.0,1,0.0,Hydro,2020,-42.004734,145.5437696
Lake Margaret Upper Hydro Power Station,F,TAS,44566.0,0.0,5.0,5,0.0,Hydro,2020,-42.0039252,145.5442864
Lemonthyme Hydro Power Station,F,TAS,315638.0,0.0,34.0,34,0.0,Hydro,2020,-41.5198249,146.0996551
Liapootah Hydro Power Station,F,TAS,425885.0,0.0,48.0,48,0.0,Hydro,2020,-42.3182578,146.4726908
Mackintosh Hydro Power Station,F,TAS,489424.0,0.0,168.0,168,0.0,Hydro,2020,-42.0409059,146.8087322
Meadowbank Hydro Power Station,F,TAS,115082.0,0.0,19.0,19,0.0,Hydro,2020,-42.6362629,146.8488872
Paloona Hydro Power Station,F,TAS,132799.0,0.0,13.0,13,0.0,Hydro,2020,-41.2581401,146.2699943
Parangana Hydro Power Station,F,TAS,5137.0,0.0,0.0,0,0.0,Hydro,2020,-41.630016,146.2200452
Poatina Hydro Power Station,F,TAS,718742.0,0.0,1401.0,1401,0.0,Hydro,2020,-41.7958243,146.9610493
Reece Hydro Power Station,F,TAS,1266691.0,0.0,1093.0,1093,0.0,Hydro,2020,-41.725106,145.1349868
Repulse Hydro Power Station,F,TAS,140182.0,0.0,22.0,22,0.0,Hydro,2020,-42.528477,146.5060043
Rowallan Hydro Power Station,F,TAS,53363.0,0.0,0.0,0,0.0,Hydro,2020,-42.0409059,146.8087322
Tamar Valley Power Station,F,TAS,100378.0,51824.0,1889.0,53713,0.52,Gas,2020,-41.1399392,146.9056309
Tarraleah Hydro Power Station,F,TAS,582009.0,0.0,92.0,92,0.0,Hydro,2020,-42.301225,146.4503471
Trevallyn Hydro Power Station,F,TAS,313176.0,4.0,58.0,62,0.0,Hydro,2020,-41.43540950000001,147.1197143
Tribute Hydro Power Station,F,TAS,211813.0,0.0,52.0,52,0.0,Hydro,2020,-42.0409059,146.8087322
Tungatinah Hydro Power Station,F,TAS,588113.0,0.0,124.0,124,0.0,Hydro,2020,-42.2967833,146.4566074
Wayatinah Hydro Power Station,F,TAS,285417.0,0.0,29.0,29,0.0,Hydro,2020,-42.3886455,146.4997426
Wilmot Hydro Power Station,F,TAS,51547.0,0.0,54.0,54,0.0,Hydro,2020,-41.388836,146.1772087
Baking Board Solar Farm,F,QLD,40440.0,10.0,71.0,81,0.0,Solar,2020,-26.7211656,150.5541702
Karratha Solar Power No 1 Pty Ltd,F,WA,1885.0,0.0,10.0,10,0.0,Solar,2020,-20.7336955,116.8447057
Maryrorough Solar Farm,F,QLD,4570.0,8.0,61.0,69,0.0,Solar,2020,-22.575197,144.0847926
Mount Majura Solar Farm,F,ACT,4410.0,0.0,1.0,1,0.0,Solar,2020,-35.236124,149.1968059
Swan Hill Solar Farm,F,VIC,35634.0,2.0,65.0,67,0.0,Solar,2020,-35.3444511,143.5224671
Williamsdale Solar Farm,F,ACT,21446.0,2.0,55.0,57,0.0,Solar,2020,-35.5711406,149.1285092
Alinta Wind Farm,F,WA,318578.0,67.0,684.0,751,0.0,Wind,2020,-28.9024923,114.8927165
Bodangora Wind Farm,F,NSW,357528.0,96.0,249.0,345,0.0,Wind,2020,-32.4071283,149.04133
Capital Wind Farm,F,NSW,417033.0,143.0,804.0,947,0.0,Wind,2020,-35.1878487,149.5241353
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,650448.0,103.0,975.0,1078,0.0,Wind,2020,-34.2212234,140.4463218
Smithfield Gas Turbine,F,NSW,26080.0,18781.0,1227.0,20008,0.72,Gas,2020,-33.8535722,150.9406861
Woodlawn Wind Farm,F,NSW,171129.0,47.0,163.0,210,0.0,Wind,2020,-35.1878364,149.524134
Canunda Wind Farm,F,SA,127402.0,11.0,112.0,123,0.0,Wind,2020,-37.6613687,140.2531151
Dry Creek Power Station,F,SA,6586.0,6829.0,337.0,7166,1.04,Gas,2020,-34.8474939,138.5818169
Kwinana Cogeneration Plant,F,WA,940981.0,483092.0,0.0,483092,0.51,Gas,2020,-31.9505048,115.8604867
Mintaro Power Station,F,SA,7724.0,6008.0,106.0,6114,0.78,Gas,2020,-33.9181674,138.7232044
Pelican Point Power Station,F,SA,2773780.0,1103517.0,3349.0,1106866,0.4,Gas,2020,-34.7646862,138.5051512
Port Lincoln Power Station,F,SA,690.0,1118.0,359.0,1477,1.62,Diesel,2020,-34.7226381,135.8597449
Snuggery Power Station,F,SA,420.0,603.0,439.0,1042,1.43,Diesel,2020,-37.6641762,140.4157615
Willogoleche Wind Farm,F,SA,235798.0,45.0,159.0,204,0.0,Wind,2020,-33.4495523,138.7973036
KARADOC SOLAR FARM,F,VIC,127819.0,0.0,454.0,454,0.0,Solar,2020,-34.4161986,142.2521812
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,51787.0,0.0,125.0,125,0.0,Solar,2020,-23.5559218,145.2882741
Bannerton Solar Farm,F,VIC,122932.0,0.0,0.0,0,0.0,Solar,2020,-34.7507932,142.8038385
Kiata Wind Farm Pty Ltd,F,VIC,129552.0,6.0,197.0,203,0.0,Wind,2020,-36.9847807,143.3906074
Lal Lal Wind Farm,F,VIC,271593.0,668.0,1190.0,1858,0.0,Wind,2020,-37.6307776,144.0237521
Benaraby LFGE Station,F,QLD,6789.0,455.0,0.0,455,0.07,Landfill Gas,2020,-24.0019387,151.3295843
Bunya LFGE Station,F,QLD,4936.0,343.0,0.0,343,0.07,Landfill Gas,2020,-27.3741845,152.9304003
Caboolture LFGE Station,F,QLD,10467.0,704.0,0.0,704,0.07,Landfill Gas,2020,-27.0849748,152.9515862
Dakabin LFGE Station,F,QLD,13507.0,723.0,0.0,723,0.05,Landfill Gas,2020,-27.2267702,152.9825314
Maryborough LFGE Station,F,QLD,6828.0,495.0,0.0,495,0.07,Landfill Gas,2020,-25.5384947,152.7034191
Mugga Lane LFGE Station,F,ACT,1042.0,59.0,0.0,59,0.06,Landfill Gas,2020,-35.3739879,149.1324352
Willawong LFGE Station,F,QLD,4121.0,371.0,0.0,371,0.09,Landfill Gas,2020,-27.594427,153.0047886
Emerald Solar Park,F,QLD,165749.0,15.0,1766.0,1781,0.0,Solar,2020,-23.51,148.1299999
Lilyvale Solar Farm,F,QLD,226786.0,97.0,625.0,722,0.0,Solar,2020,-23.0872727,148.4384307
Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,229346.0,0.0,275.0,275,0.0,Wind,2020,-32.5645092,137.5571192
Albury Renewable Energy Facility,F,NSW,5972.0,340.0,0.0,340,0.06,Landfill Gas,2020,-36.0751193,146.9094852
Albury Solar Facility,F,NSW,1787.0,0.0,0.0,0,0.0,Solar,2020,-36.0751193,146.9094852
Awaba Renewable Energy Facility,F,NSW,6002.0,322.0,0.0,322,0.05,Landfill Gas,2020,-33.0086146,151.5475816
Ballarat Renewable Energy Facility,F,VIC,11843.0,664.0,0.0,664,0.06,Landfill Gas,2020,-37.5621587,143.8502556
Bendigo Renewable Energy Facility,F,VIC,4117.0,228.0,0.0,228,0.06,Landfill Gas,2020,-36.75961960000001,144.2785764
Birkdale Renewable Energy Facility,F,QLD,4158.0,250.0,0.0,250,0.06,Landfill Gas,2020,-27.4935931,153.2137869
Copping Renewable Energy Facility,F,TAS,8667.0,460.0,0.0,460,0.05,Landfill Gas,2020,-42.8198042,147.8013593
Darwin Renewable Energy Facility,F,NT,8722.0,509.0,0.0,509,0.06,Landfill Gas,2020,-12.4637333,130.8444446
Drysdale Renewable Energy Facility,F,VIC,8098.0,421.0,0.0,421,0.05,Landfill Gas,2020,-38.1728207,144.5708508
Eastern Creek 2 Renewable Energy Facility,F,NSW,46410.0,2472.0,0.0,2472,0.05,Landfill Gas,2020,-33.8102184,150.85064
Hampton Park Renewable Energy Facility,F,VIC,67744.0,3593.0,0.0,3593,0.05,Landfill Gas,2020,-38.032286,145.2678469
Ipswich Renewable Energy Facility,F,QLD,3992.0,200.0,0.0,200,0.05,Landfill Gas,2020,-27.614614,152.7608421
Mornington Peninsula Renewable Energy Facility,F,VIC,5846.0,320.0,0.0,320,0.05,Landfill Gas,2020,-38.2854053,145.093449
NAWMA Renewable Energy Facility,F,SA,9133.0,507.0,0.0,507,0.06,Landfill Gas,2020,-34.7383029,138.6355222
NAWMA Solar Facility,F,SA,1768.0,0.0,0.0,0,0.0,Solar,2020,-34.7383029,138.6355222
Newcastle Renewable Energy Facility,F,NSW,18018.0,963.0,0.0,963,0.05,Landfill Gas,2020,-32.9282712,151.7816802
Reedy Creek Renewable Energy Facility,F,QLD,1802.0,94.0,0.0,94,0.05,Landfill Gas,2020,-28.1099597,153.4055706
Remount Renewable Energy Facility,F,TAS,9485.0,497.0,0.0,497,0.05,Landfill Gas,2020,-41.4050508,147.1470277
Rochedale Renewable Energy Facility,F,QLD,48557.0,2623.0,0.0,2623,0.05,Landfill Gas,2020,-27.56924,153.1164813
Seaford Heights Renewable Energy Facility,F,SA,11987.0,696.0,0.0,696,0.06,Landfill Gas,2020,-35.1932154,138.4949854
Shepparton Renewable Energy Facility,F,VIC,6414.0,354.0,0.0,354,0.06,Landfill Gas,2020,-36.3811027,145.3993137
SIMS Gillman Solar Facility,F,SA,378.0,0.0,0.0,0,0.0,Solar,2020,-34.84037,138.5274611
South Cardup Renewable Energy Facility,F,WA,23338.0,1342.0,0.0,1342,0.06,Landfill Gas,2020,-32.2577875,115.9963935
Stapylton Renewable Energy Facility,F,QLD,25199.0,1325.0,0.0,1325,0.05,Landfill Gas,2020,-27.7295742,153.2388459
Swanbank Renewable Energy Facility,F,QLD,12905.0,671.0,0.0,671,0.05,Landfill Gas,2020,-27.6646733,152.8205871
Wollert Renewable Energy Facility,F,VIC,60355.0,3361.0,0.0,3361,0.06,Landfill Gas,2020,-37.6085118,145.0313459
Wyndham Renewable Energy Facility,F,VIC,31445.0,1758.0,0.0,1758,0.06,Landfill Gas,2020,-37.9119003,144.6533747
Wyong Renewable Energy Facility,F,NSW,18814.0,1044.0,0.0,1044,0.06,Landfill Gas,2020,-33.2843475,151.4249427
Longreach Solar Farm,F,QLD,34377.0,0.0,0.0,0,0.0,Solar,2020,-23.4471611,144.359354
Burrinjuck Hydro,F,NSW,7981.0,21.0,155.0,176,0.0,Hydro,2020,-34.9814802,148.6176478
Hume Hydro,F,NSW,111752.0,30.0,168.0,198,0.0,Hydro,2020,-34.8372594,149.0145631
Mt Mercer Wind farm Pty Ltd,F,VIC,403659.0,110.0,0.0,110,0.0,Wind,2020,-37.8318698,143.8884633
Mt Millar Wind Farm Pty Ltd,F,SA,155546.0,90.0,0.0,90,0.0,Wind,2020,-30.0002315,136.2091547
Alfred Hospital Cogeneration Plant,F,VIC,13149.0,13493.0,422.0,13915,1.03,Gas,2020,-37.8457479,144.9818979
Dandenong Hospital Cogeneration Plant,F,VIC,18354.0,16945.0,192.0,17137,0.92,Gas,2020,-37.9770059,145.2185119
