reportingEntity,facilityName,type,state,electricityProductionGJ,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,gridConnected,grid,primaryFuel,importantNotes,year
Regional Power Corporation,Nullagine Power Station & Nullagine Distribution network,F,WA,5888.0,,,,715.0,,Off,Off-grid,Diesel,,2019
Regional Power Corporation,Onslow Power Station & Onslow Distribution Network,F,WA,72068.0,,,,9517.0,,Off,Off-grid,Gas,,2019
Regional Power Corporation,Wyndham Power Station & Distribution network,F,WA,704.0,,,,40.0,,Off,Off-grid,Diesel,,2019
Regional Power Corporation,Yungngora Power Station & Yungngora Distribution Network,F,WA,6375.0,,,,1003.0,,Off,Off-grid,Diesel,,2019
Regional Power Corporation,Corporate Total,C,,272248.0,,,,43555.0,,,,,,2019
RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,F,QLD,327118.0,,,,4835.0,,On,NEM,Bagasse,,2019
RENEWABLE POWER AUSTRALIA LIMITED,Corporate Total,C,,327118.0,,,,4835.0,,,,,,2019
Rio Tinto Limited,Cape Lambert Power Station,F,WA,1012355.0,,,,157571.0,,On,NWIS,Gas,,2019
Rio Tinto Limited,Paraburdoo Power Station,F,WA,1550839.0,,,,225741.0,,On,NWIS,Gas,,2019
Rio Tinto Limited,West Angelas Power Station,F,WA,1555020.0,,,,229903.0,,On,NWIS,Gas,,2019
Rio Tinto Limited,Yurralyi Maya Power Station,F,WA,2090705.0,,,,320417.0,,On,NWIS,Gas,,2019
Rio Tinto Limited,Corporate Total,C,,6208919.0,,,,933632.0,,,,,,2019
SALT CREEK WIND FARM PTY LTD,Salt Creek Wind Farm,F,VIC,622227.0,,,,318.0,,On,NEM,Wind,,2019
SALT CREEK WIND FARM PTY LTD,Corporate Total,C,,622227.0,,,,318.0,,,,,,2019
SANTOS LIMITED,Wilga Park Power Station,F,NSW,344941.0,,,,52506.0,,On,NEM,Coal Seam Methane,,2019
SANTOS LIMITED,Corporate Total,C,,344941.0,,,,52506.0,,,,,,2019
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty LTd,F,TAS,2200946.0,,,,319.0,,On,NEM,Wind,,2019
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff Point Wind Farm Pty Ltd,F,TAS,900721.0,,,,113.0,,On,NEM,Wind,,2019
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,998510.0,,,,135.0,,On,NEM,Wind,,2019
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Corporate Total,C,,4100177.0,,,,567.0,,,,,,2019
Snowtown South Wind Farm Pty. Ltd.,SNOWTOWN SOUTH WIND FARM,F,SA,1622122.0,,,,221.0,,On,NEM,Wind,,2019
Snowtown South Wind Farm Pty. Ltd.,Corporate Total,C,,1622122.0,,,,221.0,,,,,,2019
Snowtown Wind Farm Pty Ltd,Snowtown Wind Farm,F,SA,1281722.0,,,,402.0,,On,NEM,Wind,,2019
Snowtown Wind Farm Pty Ltd,Corporate Total,C,,1281722.0,,,,402.0,,,,,,2019
Snowtown Wind Farm Stage 2 Pty. Ltd.,SNOWTOWN WIND FARM STAGE 2,F,SA,1617575.0,,,,280.0,,On,NEM,Wind,,2019
Snowtown Wind Farm Stage 2 Pty. Ltd.,Corporate Total,C,,1617575.0,,,,280.0,,,,,,2019
Snowy Hydro Limited,Angaston Power Station,F,SA,5095.0,,,,1370.0,,On,NEM,Diesel,,2019
Snowy Hydro Limited,Colongra Power Station,F,NSW,103910.0,,,,22502.0,,On,NEM,Gas,,2019
Snowy Hydro Limited,Laverton North Power Station,F,VIC,386145.0,,,,69192.0,,On,NEM,Gas,,2019
Snowy Hydro Limited,Lonsdale/Port Stanvac Power Station,F,SA,15470.0,,,,3911.0,,On,NEM,Diesel,,2019
Snowy Hydro Limited,Snowy Hydro Ltd,F,NSW,11430110.0,,,,283811.0,,On,NEM,Hydro,,2019
Snowy Hydro Limited,Valley Power,F,VIC,68010.0,,,,17634.0,,On,NEM,Gas,,2019
Snowy Hydro Limited,Corporate Total,C,,12008740.0,,,,398420.0,,,,,,2019
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm,F,NSW,542132.0,,,,663.0,,On,NEM,Solar,,2019
SOLAR FARM INVESTMENTS PTY LTD,Corporate Total,C,,542132.0,,,,663.0,,,,,,2019
SPIC Pacific Energy Pty Ltd,Challicum Hills Wind Farm,F,VIC,496928.0,,,,61.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Clements Gap Wind Farm,F,SA,644432.0,,,,92.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Codrington Wind Farm,F,VIC,158709.0,,,,28.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Crowlands Wind Farm,F,VIC,334005.0,,,,1623.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Eildon Pondage Hydro,F,VIC,51760.0,,,,6.0,,On,NEM,Hydro,,2019
SPIC Pacific Energy Pty Ltd,Glenmaggie Hydro,F,VIC,9705.0,,,,4.0,,On,NEM,Hydro,,2019
SPIC Pacific Energy Pty Ltd,Haughton Solar Farm,F,QLD,15276.0,,,,429.0,,On,NEM,Solar,,2019
SPIC Pacific Energy Pty Ltd,Ord Hydro,F,WA,781234.0,,,,69.0,,Off,Off-grid,Hydro,,2019
SPIC Pacific Energy Pty Ltd,Portland Wind Farms,F,VIC,1719293.0,,,,72.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Taralga Wind Farm,F,NSW,1022659.0,,,,95.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,The Drop Hydro,F,NSW,6209.0,,,,4.0,,On,NEM,Hydro,,2019
SPIC Pacific Energy Pty Ltd,William Hovell Hydro,F,VIC,13685.0,,,,4.0,,On,NEM,Hydro,,2019
SPIC Pacific Energy Pty Ltd,Yaloak South Wind Farm,F,VIC,311833.0,,,,25.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Yambuk Wind Farm,F,VIC,327681.0,,,,32.0,,On,NEM,Wind,,2019
SPIC Pacific Energy Pty Ltd,Corporate Total,C,,5893409.0,,,,2544.0,,,,,,2019
SRV AGWF Pty Ltd as trustee for the AGWF Trust,Albany Windfarm,F,WA,234416.0,,,,22.0,,On,SWIS,Wind,,2019
SRV AGWF Pty Ltd as trustee for the AGWF Trust,Corporate Total,C,,234416.0,,,,22.0,,,,,,2019
Stanwell Corporation Limited,Barron Gorge Power Station,F,QLD,1194959.0,,,,411.0,,On,NEM,Hydro,,2019
Stanwell Corporation Limited,Kareeya Power Station,F,QLD,2138493.0,,,,1097.0,,On,NEM,Hydro,,2019
Stanwell Corporation Limited,Mackay Gas Turbine,F,QLD,807.0,,,,317.0,,On,NEM,Diesel,,2019
Stanwell Corporation Limited,Mica Creek Power Station,F,QLD,1182679.0,,,,173132.0,,On,Mt Isa,Gas,,2019
Stanwell Corporation Limited,Stanwell Power Station,F,QLD,30683675.0,,,,7457309.0,,On,NEM,Black Coal,,2019
Stanwell Corporation Limited,Swanbank E Power Station,F,QLD,2186638.0,,,,239490.0,,On,NEM,Gas,,2019
Stanwell Corporation Limited,Tarong Power Stations,F,QLD,42164258.0,,,,10273797.0,,On,NEM,Black Coal,,2019
Stanwell Corporation Limited,Corporate Total,C,,79551509.0,,,,18145553.0,,,,,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Coopers Cogeneration,F,SA,39622.0,,,,8202.0,,On,NEM,Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Glenorchy Landfill,F,TAS,23148.0,,,,323.0,,On,NEM,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Hobart Landfill,F,TAS,17722.0,,,,281.0,,On,NEM,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Kemps Creek Landfill,F,NSW,25634.0,,,,386.0,,On,NEM,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Kincumber Landfill,F,NSW,5781.0,,,,94.0,,On,NEM,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Moranbah Power Station,F,QLD,146556.0,,,,25065.0,,On,NEM,Coal Seam Methane,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Rockingham Landfill,F,WA,52725.0,,,,965.0,,On,SWIS,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Werribee Biogas,F,VIC,188273.0,,,,2530.0,,On,NEM,Sludge Biogas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Woy Woy Landfill,F,NSW,20087.0,,,,327.0,,On,NEM,Landfill Gas,,2019
Sustainable Energy Infrastructure Holdings Pty Ltd,Corporate Total,C,,519548.0,,,,38173.0,,,,,,2019
SWF1 Operations Holdings Pty Ltd,SWF 1 Operations Holdings Pty Ltd,F,NSW,2683470.0,,,,2240.0,,On,NEM,Wind,,2019
SWF1 Operations Holdings Pty Ltd,Corporate Total,C,,2683470.0,,,,2240.0,,,,,,2019
TransAlta Energy (Australia) Pty Ltd,Kalgoorlie Power Station,F,WA,961479.0,,,,153301.0,,On,SWIS,Gas,,2019
TransAlta Energy (Australia) Pty Ltd,Kambalda Power Station,F,WA,979204.0,,,,152822.0,,On,SWIS,Gas,,2019
TransAlta Energy (Australia) Pty Ltd,Leinster Power Station,F,WA,925993.0,,,,169412.0,,Off,Off-grid,Gas,,2019
TransAlta Energy (Australia) Pty Ltd,Mt Keith Power Station,F,WA,1523639.0,,,,221404.0,,Off,Off-grid,Gas,,2019
TransAlta Energy (Australia) Pty Ltd,South Hedland Power Station,F,WA,1777115.0,,,,240129.0,,On,NWIS,Gas,,2019
TransAlta Energy (Australia) Pty Ltd,Corporate Total,C,,6167430.0,,,,937068.0,,,,,,2019
Vena Energy Services (Australia) Pty Ltd,Tailem Bend Solar farm,F,SA,151716.0,,,,292.0,,On,NEM,Solar,,2019
Vena Energy Services (Australia) Pty Ltd,Corporate Total,C,,151716.0,,,,292.0,,,,,,2019
Water Corporation,Cocos Keeling Islands - Home Island Generation,F,WA,8770.0,,,,1737.0,,Off,Off-grid,Diesel,,2019
Water Corporation,Cocos Keeling Islands - West Island Generation,F,WA,9299.0,,,,2051.0,,Off,Off-grid,Diesel,,2019
Water Corporation,Corporate Total,C,,18069.0,,,,3788.0,,,,,,2019
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,63634.0,,,,19753.0,,Off,Off-grid,Gas,,2019
YARA AUSTRALIA PTY LTD,Corporate Total,C,,63634.0,,,,19753.0,,,,,,2019
Grand Total,,,,811909812.0,,,,166040984.0,,,,,,2019
Grid Connected Total,,,,799140614.0,,,,164182712.0,,,,,,2019
,,F,SA,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,Mt Isa,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,NWIS,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,Off-grid,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NT,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,ACT,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,NT,,,,,,,,DKIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,ACT,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,Off-grid,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,Off-grid,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,NWIS,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,ACT,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,ACT,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,VIC,,,,,,,,Off-grid,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,ACT,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,Off-grid,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,NT,,,,,,,,DKIS,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,Off-grid,,,2020
,,F,TAS,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,Off-grid,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,Off-grid,,,2020
,,F,WA,,,,,,,,SWIS,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,QLD,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,NSW,,,,,,,,NEM,,,2020
,,F,VIC,,,,,,,,NEM,,,2020
,,F,SA,,,,,,,,NEM,,,2020
,,C,,,,,,,,,,,,2020
