facilityName,type,state,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,primaryFuel,year
Sandstone Town Powerstation,F,WA,,,,502.0,,Diesel,2019
Wiluna Town Powerstation,F,WA,,,,1792.0,,Diesel,2019
Yalgoo Town Powerstation,F,WA,,,,752.0,,Diesel,2019
Collgar Wind Farm,F,WA,,,,868.0,,Wind,2019
Boco Rock Wind Farm Pty Ltd,F,NSW,,,,812.0,,Wind,2019
Vales Point Power Station,F,NSW,,,,6802304.0,,Black Coal,2019
Royalla Solar Farm,F,ACT,,,,181.0,,Solar,2019
GESS ProjectCo Pty Ltd,F,VIC,,,,1196.0,,Battery,2019
Hamilton Solar Farm Pty Ltd,F,QLD,,,,41.0,,Solar,2019
The Daydream Solar Farm Trust,F,QLD,,,,34.0,,Solar,2019
The Hayman Solar Farm Trust,F,QLD,,,,16.0,,Solar,2019
Whitsunday Solar Farm Pty,F,QLD,,,,40.0,,Solar,2019
Albany Wind Farm,F,WA,,,,13.0,,Wind,2019
Bremer Bay Wind Diesel Power Station,F,WA,,,,15.0,,Wind,2019
Cockburn Power Station,F,WA,,,,37334.0,,Gas,2019
Collie Power Station,F,WA,,,,1442981.0,,Black Coal,2019
Coral Bay Wind Diesel Power Station,F,WA,,,,1696.0,,Diesel,2019
Denham Wind Farm,F,WA,,,,1.0,,Wind,2019
Esperance Wind Farm,F,WA,,,,7.0,,Wind,2019
Hopetoun Wind Diesel Power Station,F,WA,,,,2138.0,,Diesel,2019
Kalbarri Wind Farm,F,WA,,,,2.0,,Wind,2019
Kalgoorlie Gas Turbine Station,F,WA,,,,2998.0,,Gas,2019
Kwinana Power Station,F,WA,,,,463992.0,,Gas,2019
Muja Power Station,F,WA,,,,3530016.0,,Black Coal,2019
Mungarra Gas Turbine Station,F,WA,,,,4294.0,,Gas,2019
Pinjar Gas Turbine Station,F,WA,,,,428939.0,,Gas,2019
Ravensthorpe Power Station,F,WA,,,,187.0,,Diesel,2019
Aurukun Remote generation,F,QLD,,,,4414.0,,Diesel,2019
Badu Island Remote Generation,F,QLD,,,,2132.0,,Diesel,2019
Bamaga Remote Generation,F,QLD,,,,9921.0,,Diesel,2019
Barcaldine Power Station Facility,F,QLD,,,,5948.0,,Gas,2019
Bedourie Remote Generation,F,QLD,,,,929.0,,Diesel,2019
Birdsville Remote Generation,F,QLD,,,,1259.0,,Diesel,2019
Boigu Island Remote Generation,F,QLD,,,,881.0,,Diesel,2019
Boulia Remote Generation,F,QLD,,,,1729.0,,Diesel,2019
Burketown Remote Generation,F,QLD,,,,2038.0,,Diesel,2019
Camooweal Remote Generation,F,QLD,,,,1658.0,,Diesel,2019
Coconut Island Remote Generation,F,QLD,,,,756.0,,Diesel,2019
Coen Remote Generation,F,QLD,,,,1164.0,,Diesel,2019
Darnley Island Remote Generation,F,QLD,,,,1029.0,,Diesel,2019
Dauan Island Remote Generation,F,QLD,,,,627.0,,Diesel,2019
Doomadgee Remote Generation,F,QLD,,,,4474.0,,Diesel,2019
Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,,,,647.0,,Diesel,2019
Energy Impact - Generation - Facility,F,QLD,,,,233.0,,Diesel,2019
Gununa Remote Generation,F,QLD,,,,4282.0,,Diesel,2019
Hammond Island,F,QLD,,,,527.0,,Diesel,2019
Jundah Remote Generation,F,QLD,,,,750.0,,Diesel,2019
Kowanyama Remote Generation,F,QLD,,,,3427.0,,Diesel,2019
Kubin Island Remote Generation,F,QLD,,,,1450.0,,Diesel,2019
Lockhart River Remote Generation,F,QLD,,,,1843.0,,Diesel,2019
Mabuig Island Remote Generation,F,QLD,,,,807.0,,Diesel,2019
Mapoon Remote Generation,F,QLD,,,,1066.0,,Diesel,2019
Murray Island Remote Generation,F,QLD,,,,1454.0,,Diesel,2019
Palm Island Remote Generation,F,QLD,,,,5442.0,,Diesel,2019
Pormpuraaw,F,QLD,,,,2246.0,,Diesel,2019
Sabai Island Remote Generation,F,QLD,,,,1088.0,,Diesel,2019
Stephen Island Remote Generation,F,QLD,,,,315.0,,Diesel,2019
Thursday Island Remote Generation,F,QLD,,,,16454.0,,Diesel,2019
Warraber Island Remote Generation,F,QLD,,,,946.0,,Diesel,2019
Wasaga Remote Generation,F,QLD,,,,3088.0,,Diesel,2019
Windorah Remote Generation,F,QLD,,,,787.0,,Diesel,2019
Yam Island,F,QLD,,,,1066.0,,Diesel,2019
York Island,F,QLD,,,,941.0,,Diesel,2019
Hallett Power Station,F,SA,,,,21687.0,,Gas,2019
Jeeralang Power Station,F,VIC,,,,117565.0,,Gas,2019
Mt Piper Power Station,F,NSW,,,,5944955.0,,Black Coal,2019
Newport Power Station,F,VIC,,,,406760.0,,Gas,2019
Tallawarra Power Station,F,NSW,,,,362582.0,,Gas,2019
Yallourn Power Station,F,VIC,,,,13467202.0,,Brown Coal,2019
Newgen Neerabup Power Station,F,WA,,,,115836.0,,Gas,2019
Oakey Power Station,F,QLD,,,,13838.0,,Gas,2019
Esperance Power Station,F,WA,,,,51930.0,,Gas,2019
Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,,,,261.0,,Diesel,2019
Exmouth Power Station Pty Ltd,F,WA,,,,17269.0,,Gas,2019
Solomon Power Station,F,WA,,,,182117.0,,Gas,2019
Crookwell 2 Wind farm,F,NSW,,,,497.0,,Wind,2019
Parkeston Power Station,F,WA,,,,99889.0,,Gas,2019
Wyangala A,F,NSW,,,,0.0,,Hydro,2019
Bastyan Hydro Power Station,F,TAS,,,,23.0,,Hydro,2019
Butlers Gorge Hydro Power Station,F,TAS,,,,0.0,,Hydro,2019
Catagunya Hydro Power Station,F,TAS,,,,30.0,,Hydro,2019
Cethana Hydro Power Station,F,TAS,,,,445.0,,Hydro,2019
Cluny Hydro Power Station,F,TAS,,,,21.0,,Hydro,2019
Devils Gate Hydro Power Station,F,TAS,,,,44.0,,Hydro,2019
Fisher Hydro Power Station,F,TAS,,,,0.0,,Hydro,2019
Flinders Island Power Station,F,TAS,,,,1972.0,,Wind,2019
Gordon Hydro Power Station,F,TAS,,,,129.0,,Hydro,2019
John Butters Hydro Power Station,F,TAS,,,,350.0,,Hydro,2019
King Island Power Station,F,TAS,,,,4223.0,,Wind,2019
Lake Echo Hydro Power Station,F,TAS,,,,16.0,,Hydro,2019
Lake Margaret Lower Hydro Power station,F,TAS,,,,5.0,,Hydro,2019
Lake Margaret Upper Hydro Power Station,F,TAS,,,,2.0,,Hydro,2019
Lemonthyme Hydro Power Station,F,TAS,,,,44.0,,Hydro,2019
Liapootah Hydro Power Station,F,TAS,,,,68.0,,Hydro,2019
Mackintosh Hydro Power Station,F,TAS,,,,35.0,,Hydro,2019
Meadowbank Hydro Power Station,F,TAS,,,,21.0,,Hydro,2019
Paloona Hydro Power Station,F,TAS,,,,19.0,,Hydro,2019
Parangana Hydro Power Station,F,TAS,,,,0.0,,Hydro,2019
Poatina Hydro Power Station,F,TAS,,,,1243.0,,Hydro,2019
Reece Hydro Power Station,F,TAS,,,,1427.0,,Hydro,2019
Rowallan Hydro Power Station,F,TAS,,,,0.0,,Hydro,2019
Tamar Valley Power Station,F,TAS,,,,218949.0,,Gas,2019
Tarraleah Hydro Power Station,F,TAS,,,,116.0,,Hydro,2019
Tods Corner Hydro Power Station,F,TAS,,,,7.0,,Hydro,2019
Trevallyn Hydro Power Station,F,TAS,,,,39.0,,Hydro,2019
Tribute Hydro Power Station,F,TAS,,,,50.0,,Hydro,2019
Tungatinah Hydro Power Station,F,TAS,,,,142.0,,Hydro,2019
Wayatinah Hydro Power Station,F,TAS,,,,54.0,,Hydro,2019
Wilmot Hydro Power Station,F,TAS,,,,44.0,,Hydro,2019
Baking Board Solar Farm,F,QLD,,,,55.0,,Solar,2019
Karratha Solar Power No 1 Pty Ltd,F,WA,,,,9.0,,Solar,2019
Mount Majura Solar Farm,F,ACT,,,,1.0,,Solar,2019
Swan Hill Solar Farm,F,VIC,,,,108.0,,Solar,2019
Williamsdale Solar Farm,F,ACT,,,,60.0,,Solar,2019
Alinta Wind Farm,F,WA,,,,642.0,,Wind,2019
Bodangora Wind Farm,F,NSW,,,,143.0,,Wind,2019
Capital Wind Farm,F,NSW,,,,909.0,,Wind,2019
"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,,,,924.0,,Wind,2019
Smithfield Gas Turbine,F,NSW,,,,1963.0,,Gas,2019
Woodlawn Wind Farm,F,NSW,,,,224.0,,Wind,2019
Canunda Wind Farm,F,SA,,,,114.0,,Wind,2019
Dry Creek Power Station,F,SA,,,,8573.0,,Gas,2019
Mintaro Power Station,F,SA,,,,9620.0,,Gas,2019
Pelican Point Power Station,F,SA,,,,1224197.0,,Gas,2019
Port Lincoln Power Station,F,SA,,,,4568.0,,Diesel,2019
Snuggery Power Station,F,SA,,,,2192.0,,Diesel,2019
KARADOC SOLAR FARM,F,VIC,,,,326.0,,Solar,2019
Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,,,,122.0,,Solar,2019
Kiata Wind Farm Pty Ltd,F,VIC,,,,172.0,,Wind,2019
Benaraby LFGE Station,F,QLD,,,,467.0,,Landfill Gas,2019
Bunya LFGE Station,F,QLD,,,,342.0,,Landfill Gas,2019
Caboolture LFGE Station,F,QLD,,,,672.0,,Landfill Gas,2019
Dakabin LFGE Station,F,QLD,,,,633.0,,Landfill Gas,2019
Maryborough LFGE Station,F,QLD,,,,513.0,,Landfill Gas,2019
Willawong LFGE Station,F,QLD,,,,305.0,,Landfill Gas,2019
Emerald Solar Park,F,QLD,,,,1.0,,Solar,2019
Lilyvale Solar Farm,F,QLD,,,,226.0,,Solar,2019
Albury Renewable Energy Facility,F,NSW,,,,344.0,,Landfill Gas,2019
Awaba Renewable Energy Facility,F,NSW,,,,301.0,,Landfill Gas,2019
Ballarat Renewable Energy Facility,F,VIC,,,,386.0,,Landfill Gas,2019
Bendigo Renewable Energy Facility,F,VIC,,,,216.0,,Landfill Gas,2019
Birkdale Renewable Energy Facility,F,QLD,,,,285.0,,Landfill Gas,2019
Copping Renewable Energy Facility,F,TAS,,,,161.0,,Landfill Gas,2019
Darwin Renewable Energy Facility,F,NT,,,,492.0,,Landfill Gas,2019
Drysdale Renewable Energy Facility,F,VIC,,,,199.0,,Landfill Gas,2019
Eastern Creek 2 Renewable Energy Facility,F,NSW,,,,2813.0,,Landfill Gas,2019
Hampton Park Renewable Energy Facility,F,VIC,,,,3252.0,,Landfill Gas,2019
Ipswich Renewable Energy Facility,F,QLD,,,,241.0,,Landfill Gas,2019
Mornington Peninsula Renewable Energy Facility,F,VIC,,,,344.0,,Landfill Gas,2019
NAWMA Renewable Energy Facility,F,SA,,,,531.0,,Landfill Gas,2019
NAWMA Solar Facility,F,SA,,,,0.0,,Solar,2019
Newcastle Renewable Energy Facility,F,NSW,,,,995.0,,Landfill Gas,2019
Remount Renewable Energy Facility,F,TAS,,,,496.0,,Landfill Gas,2019
Rochedale Renewable Energy Facility,F,QLD,,,,2182.0,,Landfill Gas,2019
Shepparton Renewable Energy Facility,F,VIC,,,,357.0,,Landfill Gas,2019
South Cardup Renewable Energy Facility,F,WA,,,,1674.0,,Landfill Gas,2019
Stapylton Renewable Energy Facility,F,QLD,,,,1295.0,,Landfill Gas,2019
Swanbank Renewable Energy Facility,F,QLD,,,,692.0,,Landfill Gas,2019
Wollert Renewable Energy Facility,F,VIC,,,,3264.0,,Landfill Gas,2019
Wyndham Renewable Energy Facility,F,VIC,,,,1375.0,,Landfill Gas,2019
Wyong Renewable Energy Facility,F,NSW,,,,1070.0,,Landfill Gas,2019
Longreach SF,F,QLD,,,,0.0,,Solar,2019
Kwinana Cogeneration Plant,F,WA,,,,444053.0,,Gas,2019
Burrinjuck Hydro,F,NSW,,,,103.0,,Hydro,2019
Hume Hydro,F,NSW,,,,142.0,,Hydro,2019
Mt Mercer Wind farm Pty Ltd,F,VIC,,,,165.0,,Wind,2019
Mt Millar Wind Farm Pty Ltd,F,SA,,,,63.0,,Wind,2019
Alfred Hospital Cogeneration Plant,F,VIC,,,,14779.0,,Gas,2019
Dandenong Hospital Cogeneration Plant,F,VIC,,,,14573.0,,Gas,2019
Geelong Hospital Cogeneration Plant,F,VIC,,,,13753.0,,Gas,2019
Royal Melbourne Hospital Cogeneration Plant,F,VIC,,,,30143.0,,Gas,2019
ST. Vincent’s Hospital Cogeneration Plant,F,VIC,,,,15199.0,,Gas,2019
Mortons Lane Windfarm Pty Ltd,F,VIC,,,,0.0,,Wind,2019
Mumbida Wind Farm Pty Ltd,F,WA,,,,400.0,,Wind,2019
COLEAMBALLY SOLAR PTY LTD,F,NSW,,,,1110.0,,Solar,2019
DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,,,,286.0,,Solar,2019
DUBBO SOLAR HUB PTY LTD,F,NSW,,,,89.0,,Solar,2019
GRIFFITH SOLAR FARM PTY LTD,F,NSW,,,,117.0,,Solar,2019
HORNSDALE POWER RESERVE PTY LTD,F,SA,,,,4259.0,,Battery,2019
HWF1 Pty Ltd,F,SA,,,,137.0,,Wind,2019
HWF2 Pty Ltd,F,SA,,,,140.0,,Wind,2019
HWF3 PTY LTD,F,SA,,,,138.0,,Wind,2019
NUMURKAH SOLAR FARM PTY LTD,F,VIC,,,,297.0,,Solar,2019
PARKES SOLAR FARM PTY LTD,F,NSW,,,,293.0,,Solar,2019
Kwinana Gas Fired Power Station,F,WA,,,,793159.0,,Gas,2019
Gladstone Power Station,F,QLD,,,,7917199.0,,Black Coal,2019
Australand,F,NSW,,,,0.0,,Gas,2019
Ballarat Solar Park,F,VIC,,,,2.0,,Solar,2019
Bendigo Solar Park,F,VIC,,,,4.0,,Solar,2019
Blackmores,F,NSW,,,,1010.0,,Gas,2019
Bond,F,NSW,,,,489.0,,Gas,2019
Chifley Square,F,NSW,,,,588.0,,Gas,2019
Darling Downs Power Station,F,QLD,,,,456504.0,,Gas,2019
Drapac,F,VIC,,,,413.0,,Gas,2019
Eraring Power Station,F,NSW,,,,15457965.0,,Black Coal,2019
Exhibition Street,F,VIC,,,,1252.0,,Gas,2019
Kent Street,F,NSW,,,,1738.0,,Gas,2019
La Trobe,F,VIC,,,,434.0,,Gas,2019
Ladbroke Grove Power Station,F,SA,,,,84868.0,,Gas,2019
Mirvac,F,NSW,,,,2932.0,,Gas,2019
Mortlake Power Station,F,VIC,,,,683530.0,,Gas,2019
Mount,F,NSW,,,,1248.0,,Gas,2019
Mt Stuart Power Station,F,QLD,,,,14232.0,,Kerosene,2019
Quarantine Power Station,F,SA,,,,126532.0,,Gas,2019
Roma Power Station,F,QLD,,,,16979.0,,Gas,2019
Shoalhaven Scheme,F,NSW,,,,238958.0,,Hydro,2019
Stockland Headquarters,F,NSW,,,,814.0,,Gas,2019
University of NSW,F,NSW,,,,1427.0,,Gas,2019
Uranquinty Power Station,F,NSW,,,,213348.0,,Gas,2019
Millmerran Power Station (facility),F,QLD,,,,5050431.0,,Black Coal,2019
Ross River Solar Farm,F,QLD,,,,580.0,,Solar,2019
Waterloo Wind Farm,F,SA,,,,277.0,,Wind,2019
Kwinana Swift Power Station,F,WA,,,,62550.0,,Gas,2019
Bairnsdale Power Station,F,VIC,,,,105093.0,,Gas,2019
Braemar Power Station,F,QLD,,,,232421.0,,Coal Seam Methane,2019
Loy Yang B Power Station,F,VIC,,,,9564120.0,,Brown Coal,2019
Newman Power Station,F,WA,,,,191945.0,,Gas,2019
Port Hedland Power Station,F,WA,,,,387531.0,,Gas,2019
Wagerup Power Station,F,WA,,,,304558.0,,Gas,2019
Alpurrurulam (Lake Nash),F,NT,,,,1137.0,,Diesel,2019
Amanbidgi (Kildurk),F,NT,,,,265.0,,Diesel,2019
"Ampilatwatja (Alparra, Ammaroo)",F,NT,,,,2412.0,,Diesel,2019
Amunturangu (Mount Liebig),F,NT,,,,546.0,,Diesel,2019
Aputula (Finke),F,NT,,,,616.0,,Diesel,2019
Areyonga (Utju),F,NT,,,,651.0,,Diesel,2019
Atitjere (Harts Range),F,NT,,,,672.0,,Diesel,2019
Borroloola Generation,F,NT,,,,4177.0,,Diesel,2019
Bulla Camp,F,NT,,,,303.0,,Diesel,2019
Bulman,F,NT,,,,879.0,,Diesel,2019
Daly Waters Generation,F,NT,,,,890.0,,Diesel,2019
Elliot Generation,F,NT,,,,2208.0,,Gas,2019
Engawala (Alcoota),F,NT,,,,417.0,,Diesel,2019
Epenarra (Wutunugurra),F,NT,,,,671.0,,Diesel,2019
Eva Valley,F,NT,,,,287.0,,Diesel,2019
Galiwinku (Elcho Island),F,NT,,,,4702.0,,Diesel,2019
Gapuwiyak (Lake Evella),F,NT,,,,2117.0,,Diesel,2019
Gunbalanya (Oenpelli),F,NT,,,,3536.0,,Diesel,2019
Ikuntji (Haasts Bluff),F,NT,,,,624.0,,Diesel,2019
Imangara (Murray Downs),F,NT,,,,278.0,,Diesel,2019
Imanpa (Mount Ebenezer),F,NT,,,,439.0,,Diesel,2019
Kalkaringi (Wave Hill),F,NT,,,,2025.0,,Diesel,2019
Kaltukatjara (Docker River),F,NT,,,,1053.0,,Diesel,2019
Lajamanu (Hooker Creek),F,NT,,,,2029.0,,Diesel,2019
Laramba (Napperby),F,NT,,,,685.0,,Diesel,2019
Maningrida,F,NT,,,,5285.0,,Diesel,2019
Milikapiti (Snake Bay),F,NT,,,,1664.0,,Diesel,2019
Milingimbi,F,NT,,,,2441.0,,Diesel,2019
Milyakburra (Bickerton Island),F,NT,,,,575.0,,Diesel,2019
Minjilang (Croker Island),F,NT,,,,922.0,,Diesel,2019
Minyerri (Hodgson Downs),F,NT,,,,1627.0,,Diesel,2019
Nauiyu Nambiyu (Daly River),F,NT,,,,1110.0,,Diesel,2019
Nguiu (Bathurst Island),F,NT,,,,4893.0,,Diesel,2019
Ngukurr (Roper River),F,NT,,,,3269.0,,Diesel,2019
Numbulwar (Rose River),F,NT,,,,2087.0,,Diesel,2019
Nyirripi (Waite Creek),F,NT,,,,642.0,,Diesel,2019
Orwaitilla (Canteen Creek),F,NT,,,,674.0,,Diesel,2019
Palumpa,F,NT,,,,1024.0,,Diesel,2019
Papunya,F,NT,,,,1399.0,,Diesel,2019
Peppimenarti,F,NT,,,,924.0,,Diesel,2019
Pidgeon Hole,F,NT,,,,365.0,,Diesel,2019
Pirlangimpi (Garden Point),F,NT,,,,1572.0,,Diesel,2019
Ramingining,F,NT,,,,2015.0,,Diesel,2019
Robinson River,F,NT,,,,781.0,,Diesel,2019
Tara (Neutral Junction),F,NT,,,,257.0,,Diesel,2019
Ti Tree Generation,F,NT,,,,1884.0,,Diesel,2019
Timber Creek,F,NT,,,,2122.0,,Diesel,2019
Titjikala (Maryvale),F,NT,,,,695.0,,Diesel,2019
Umbakumba,F,NT,,,,1916.0,,Diesel,2019
Wadeye (Port Keats),F,NT,,,,5817.0,,Gas,2019
Walungurru (Kintore),F,NT,,,,1108.0,,Diesel,2019
Warruwi (Goulburn Is),F,NT,,,,1219.0,,Diesel,2019
Wilora (Stirling),F,NT,,,,274.0,,Diesel,2019
Wirliyatjarrayi (Willowra),F,NT,,,,776.0,,Diesel,2019
Yarralin,F,NT,,,,1004.0,,Diesel,2019
Yuendumu,F,NT,,,,3677.0,,Diesel,2019
Channel Island Power Station,F,NT,,,,552216.0,,Gas,2019
Katherine Power Station,F,NT,,,,28349.0,,Gas,2019
Kings Canyon,F,NT,,,,1117.0,,Solar,2019
Owen Springs Power Station,F,NT,,,,51042.0,,Gas,2019
Ron Goodin Power Station,F,NT,,,,90061.0,,Gas,2019
Tennant Creek Power Station,F,NT,,,,22756.0,,Gas,2019
Weddell Power Station,F,NT,,,,215124.0,,Gas,2019
Yulara Power Station,F,NT,,,,13054.0,,Gas,2019
Visy Energy - Coolaroo Co-gen,F,VIC,,,,36948.0,,Biofuel,2019
Visy Power Generation - Smithfield Energy Facility,F,NSW,,,,11731.0,,Gas,2019
Condamine Power Station,F,QLD,,,,319753.0,,Gas,2019
Kemerton Power Station,F,WA,,,,35014.0,,Gas,2019
Mount Emerald Wind farm Pty Ltd,F,QLD,,,,1527.0,,Wind,2019
Ratch-Australia Collinsville Solar PV Pty Ltd,F,QLD,,,,62.0,,Solar,2019
Starfish Hill Wind Farm,F,SA,,,,78.0,,Wind,2019
Toora Wind Farm,F,VIC,,,,265.0,,Wind,2019
Townsville Power Station,F,QLD,,,,127467.0,,Coal Seam Methane,2019
Windy Hill Wind Farm,F,QLD,,,,43.0,,Wind,2019
Carnarvon Power Station & Distribution network,F,WA,,,,24739.0,,Gas,2019
Denham Power Station & Denham Distribution network,F,WA,,,,2513.0,,Diesel,2019
Kalumburu Power Station & Distribution network,F,WA,,,,1453.0,,Diesel,2019
Kununurra Power Station & Kununurra Distribution network,F,WA,,,,218.0,,Diesel,2019
Marble Bar Power Station & Marble Bar Distribution network,F,WA,,,,1208.0,,Diesel,2019
Murchison Radio Astronomy Power Station and Distribution Network,F,WA,,,,2149.0,,Diesel,2019
Nullagine Power Station & Nullagine Distribution network,F,WA,,,,715.0,,Diesel,2019
Onslow Power Station & Onslow Distribution Network,F,WA,,,,9517.0,,Gas,2019
Wyndham Power Station & Distribution network,F,WA,,,,40.0,,Diesel,2019
Yungngora Power Station & Yungngora Distribution Network,F,WA,,,,1003.0,,Diesel,2019
FPC Green Energy,F,QLD,,,,4835.0,,Bagasse,2019
Cape Lambert Power Station,F,WA,,,,157571.0,,Gas,2019
Paraburdoo Power Station,F,WA,,,,225741.0,,Gas,2019
West Angelas Power Station,F,WA,,,,229903.0,,Gas,2019
Yurralyi Maya Power Station,F,WA,,,,320417.0,,Gas,2019
Salt Creek Wind Farm,F,VIC,,,,318.0,,Wind,2019
Wilga Park Power Station,F,NSW,,,,52506.0,,Coal Seam Methane,2019
Musselroe Wind Farm Pty LTd,F,TAS,,,,319.0,,Wind,2019
Woolnorth Bluff Point Wind Farm Pty Ltd,F,TAS,,,,113.0,,Wind,2019
Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,,,,135.0,,Wind,2019
SNOWTOWN SOUTH WIND FARM,F,SA,,,,221.0,,Wind,2019
Snowtown Wind Farm,F,SA,,,,402.0,,Wind,2019
SNOWTOWN WIND FARM STAGE 2,F,SA,,,,280.0,,Wind,2019
Angaston Power Station,F,SA,,,,1370.0,,Diesel,2019
Colongra Power Station,F,NSW,,,,22502.0,,Gas,2019
Laverton North Power Station,F,VIC,,,,69192.0,,Gas,2019
Lonsdale/Port Stanvac Power Station,F,SA,,,,3911.0,,Diesel,2019
Snowy Hydro Ltd,F,NSW,,,,283811.0,,Hydro,2019
Valley Power,F,VIC,,,,17634.0,,Gas,2019
Moree Solar Farm,F,NSW,,,,663.0,,Solar,2019
Challicum Hills Wind Farm,F,VIC,,,,61.0,,Wind,2019
Clements Gap Wind Farm,F,SA,,,,92.0,,Wind,2019
Codrington Wind Farm,F,VIC,,,,28.0,,Wind,2019
Crowlands Wind Farm,F,VIC,,,,1623.0,,Wind,2019
Eildon Pondage Hydro,F,VIC,,,,6.0,,Hydro,2019
Glenmaggie Hydro,F,VIC,,,,4.0,,Hydro,2019
Haughton Solar Farm,F,QLD,,,,429.0,,Solar,2019
Ord Hydro,F,WA,,,,69.0,,Hydro,2019
Portland Wind Farms,F,VIC,,,,72.0,,Wind,2019
Taralga Wind Farm,F,NSW,,,,95.0,,Wind,2019
The Drop Hydro,F,NSW,,,,4.0,,Hydro,2019
William Hovell Hydro,F,VIC,,,,4.0,,Hydro,2019
Yaloak South Wind Farm,F,VIC,,,,25.0,,Wind,2019
Yambuk Wind Farm,F,VIC,,,,32.0,,Wind,2019
Albany Windfarm,F,WA,,,,22.0,,Wind,2019
Barron Gorge Power Station,F,QLD,,,,411.0,,Hydro,2019
Kareeya Power Station,F,QLD,,,,1097.0,,Hydro,2019
Mackay Gas Turbine,F,QLD,,,,317.0,,Diesel,2019
Mica Creek Power Station,F,QLD,,,,173132.0,,Gas,2019
Stanwell Power Station,F,QLD,,,,7457309.0,,Black Coal,2019
Swanbank E Power Station,F,QLD,,,,239490.0,,Gas,2019
Tarong Power Stations,F,QLD,,,,10273797.0,,Black Coal,2019
Coopers Cogeneration,F,SA,,,,8202.0,,Gas,2019
Glenorchy Landfill,F,TAS,,,,323.0,,Landfill Gas,2019
Hobart Landfill,F,TAS,,,,281.0,,Landfill Gas,2019
Kemps Creek Landfill,F,NSW,,,,386.0,,Landfill Gas,2019
Kincumber Landfill,F,NSW,,,,94.0,,Landfill Gas,2019
Moranbah Power Station,F,QLD,,,,25065.0,,Coal Seam Methane,2019
Rockingham Landfill,F,WA,,,,965.0,,Landfill Gas,2019
Werribee Biogas,F,VIC,,,,2530.0,,Sludge Biogas,2019
Woy Woy Landfill,F,NSW,,,,327.0,,Landfill Gas,2019
SWF 1 Operations Holdings Pty Ltd,F,NSW,,,,2240.0,,Wind,2019
Kalgoorlie Power Station,F,WA,,,,153301.0,,Gas,2019
Kambalda Power Station,F,WA,,,,152822.0,,Gas,2019
Leinster Power Station,F,WA,,,,169412.0,,Gas,2019
Mt Keith Power Station,F,WA,,,,221404.0,,Gas,2019
South Hedland Power Station,F,WA,,,,240129.0,,Gas,2019
Tailem Bend Solar farm,F,SA,,,,292.0,,Solar,2019
Cocos Keeling Islands - Home Island Generation,F,WA,,,,1737.0,,Diesel,2019
Cocos Keeling Islands - West Island Generation,F,WA,,,,2051.0,,Diesel,2019
YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,,,,19753.0,,Gas,2019
