Code,Label,Year,Total number of businesses,Technicians and trades workers (no.),Total persons employed aged 15 years and over (no.),Labourers (no.),"Electricity, gas, water and waste services (no.)","Electricity, gas, water and waste services (%)",lat,lng
106021614,East Maitland - Metford,2018,,,,,,,-32.766148,151.6100542
106021614,East Maitland - Metford,2019,,,,,,,-32.766148,151.6100542
106021614,East Maitland - Metford,2020,977,,,,4,,-32.766148,151.6100542
106021614,East Maitland - Metford,2021,1024,,8509,,4,1.2,-32.766148,151.6100542
106021614,East Maitland - Metford,2022,1073,,,,5,,-32.766148,151.6100542
106021614,East Maitland - Metford,2023,1086,,,,4,,-32.766148,151.6100542
106021614,East Maitland - Metford,2024,1110,,,,5,,-32.766148,151.6100542
106021615,Rutherford (North) - Aberglasslyn,2011,,,5573,,,1.6,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2016,,,7088,,,1.5,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2017,,,,,,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2018,,,,,,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2019,,,,,,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2020,708,,,,4,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2021,762,,8306,,4,1.6,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2022,846,,,,4,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2023,906,,,,3,,-32.715476,151.527692
106021615,Rutherford (North) - Aberglasslyn,2024,966,,,,,,-32.715476,151.527692
106021616,Rutherford (South) - Telarah,2011,,,2736,,,1.4,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2016,,,2756,,,1.5,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2017,,,,,,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2018,,,,,,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2019,,,,,,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2020,539,,,,4,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2021,567,,3591,,3,1.7,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2022,638,,,,5,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2023,688,,,,4,,-32.7273741,151.5355585
106021616,Rutherford (South) - Telarah,2024,710,,,,3,,-32.7273741,151.5355585
106021617,Tenambit - East Maitland,2011,,,3818,,,1.9,-32.740947,151.611718
106021617,Tenambit - East Maitland,2016,,,3958,,,1.7,-32.740947,151.611718
106021617,Tenambit - East Maitland,2017,,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2018,,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2019,,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2020,441,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2021,474,,4516,,,1.2,-32.740947,151.611718
106021617,Tenambit - East Maitland,2022,464,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2023,496,,,,,,-32.740947,151.611718
106021617,Tenambit - East Maitland,2024,517,,,,,,-32.740947,151.611718
106021618,Thornton - Millers Forest,2011,,,4538,,,1.5,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2016,,,5175,,,1.4,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2017,,,,,,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2018,,,,,,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2019,,,,,,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2020,858,,,,,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2021,930,,8491,,3,1.3,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2022,1000,,,,,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2023,1051,,,,3,,-32.7783554,151.6472659
106021618,Thornton - Millers Forest,2024,1133,,,,,,-32.7783554,151.6472659
106031119,Anna Bay,2011,,,2293,,,1.2,-32.7789846,152.0857844
106031119,Anna Bay,2016,,,2378,,,1.1,-32.7789846,152.0857844
106031119,Anna Bay,2017,,,,,,,-32.7789846,152.0857844
106031119,Anna Bay,2018,,,,,,,-32.7789846,152.0857844
106031119,Anna Bay,2019,,,,,,,-32.7789846,152.0857844
106031119,Anna Bay,2020,419,,,,3,,-32.7789846,152.0857844
106031119,Anna Bay,2021,452,,2595,,,0.8,-32.7789846,152.0857844
106031119,Anna Bay,2022,463,,,,3,,-32.7789846,152.0857844
106031119,Anna Bay,2023,464,,,,3,,-32.7789846,152.0857844
106031119,Anna Bay,2024,481,,,,,,-32.7789846,152.0857844
106031120,Lemon Tree Passage - Tanilba Bay,2011,,,2307,,,0.7,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2016,,,2284,,,1.1,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2017,,,,,,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2018,,,,,,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2019,,,,,,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2020,259,,,,3,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2021,265,,2483,,,1.0,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2022,273,,,,3,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2023,272,,,,3,,-32.7420007,151.9933762
106031120,Lemon Tree Passage - Tanilba Bay,2024,292,,,,,,-32.7420007,151.9933762
106031121,Nelson Bay Peninsula,2011,,,7319,,,0.7,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2016,,,7775,,,0.6,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2017,,,,,,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2018,,,,,,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2019,,,,,,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2020,1551,,,,3,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2021,1652,,8399,,4,0.8,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2022,1735,,,,3,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2023,1720,,,,3,,-32.7173554,152.1600112
106031121,Nelson Bay Peninsula,2024,1750,,,,4,,-32.7173554,152.1600112
106031122,Raymond Terrace,2011,,,5515,,,1.3,-32.7573408,151.748173
106031122,Raymond Terrace,2016,,,5266,,,1.0,-32.7573408,151.748173
106031122,Raymond Terrace,2017,,,,,,,-32.7573408,151.748173
106031122,Raymond Terrace,2018,,,,,,,-32.7573408,151.748173
106031122,Raymond Terrace,2019,,,,,,,-32.7573408,151.748173
106031122,Raymond Terrace,2020,922,,,,4,,-32.7573408,151.748173
106031122,Raymond Terrace,2021,935,,5934,,3,1.4,-32.7573408,151.748173
106031122,Raymond Terrace,2022,969,,,,3,,-32.7573408,151.748173
106031122,Raymond Terrace,2023,953,,,,3,,-32.7573408,151.748173
106031122,Raymond Terrace,2024,960,,,,3,,-32.7573408,151.748173
106031123,Seaham - Woodville,2011,,,2745,,,1.0,-32.6760965,151.6099968
106031123,Seaham - Woodville,2016,,,2769,,,1.0,-32.6760965,151.6099968
106031123,Seaham - Woodville,2017,,,,,,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2018,,,,,,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2019,,,,,,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2020,534,,,,,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2021,557,,2992,,,1.1,-32.6760965,151.6099968
106031123,Seaham - Woodville,2022,566,,,,,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2023,580,,,,3,,-32.6760965,151.6099968
106031123,Seaham - Woodville,2024,632,,,,,,-32.6760965,151.6099968
106031124,Tea Gardens - Hawks Nest,2011,,,1317,,,1.7,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2016,,,1413,,,1.1,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2017,,,,,,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2018,,,,,,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2019,,,,,,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2020,331,,,,3,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2021,349,,1612,,,1.1,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2022,385,,,,3,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2023,388,,,,3,,-32.6727374,152.177398
106031124,Tea Gardens - Hawks Nest,2024,368,,,,3,,-32.6727374,152.177398
106031125,Williamtown - Medowie - Karuah,2011,,,5821,,,1.3,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2016,,,6071,,,1.0,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2017,,,,,,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2018,,,,,,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2019,,,,,,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2020,800,,,,3,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2021,825,,6890,,3,1.2,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2022,876,,,,3,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2023,931,,,,3,,-32.7415092,151.8674591
106031125,Williamtown - Medowie - Karuah,2024,960,,,,3,,-32.7415092,151.8674591
106041126,Muswellbrook,2011,,,5390,,,5.0,-32.2633254,150.8888405
106041126,Muswellbrook,2016,,,4862,,,5.3,-32.2633254,150.8888405
106041126,Muswellbrook,2017,,,,,,,-32.2633254,150.8888405
106041126,Muswellbrook,2018,,,,,,,-32.2633254,150.8888405
106041126,Muswellbrook,2019,,,,,,,-32.2633254,150.8888405
106041126,Muswellbrook,2020,632,,,,,,-32.2633254,150.8888405
106041126,Muswellbrook,2021,646,,5299,,3,4.2,-32.2633254,150.8888405
106041126,Muswellbrook,2022,664,,,,,,-32.2633254,150.8888405
106041126,Muswellbrook,2023,681,,,,3,,-32.2633254,150.8888405
106041126,Muswellbrook,2024,678,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2011,,,2013,,,3.2,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2016,,,1866,,,3.3,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2017,,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2018,,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2019,,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2020,366,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2021,398,,2059,,,2.4,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2022,402,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2023,429,,,,,,-32.2633254,150.8888405
106041127,Muswellbrook Surrounds,2024,429,,,,,,-32.2633254,150.8888405
106041128,Scone,2011,,,2760,,,2.0,-32.050634,150.8676195
106041128,Scone,2016,,,2640,,,1.9,-32.050634,150.8676195
106041128,Scone,2017,,,,,,,-32.050634,150.8676195
106041128,Scone,2018,,,,,,,-32.050634,150.8676195
106041128,Scone,2019,,,,,,,-32.050634,150.8676195
106041128,Scone,2020,720,,,,,,-32.050634,150.8676195
106041128,Scone,2021,734,,2919,,,1.5,-32.050634,150.8676195
106041128,Scone,2022,768,,,,,,-32.050634,150.8676195
106041128,Scone,2023,764,,,,3,,-32.050634,150.8676195
106041128,Scone,2024,771,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2011,,,3773,,,2.1,-32.050634,150.8676195
106041129,Scone Surrounds,2016,,,3658,,,1.7,-32.050634,150.8676195
106041129,Scone Surrounds,2017,,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2018,,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2019,,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2020,1012,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2021,1040,,3865,,,1.5,-32.050634,150.8676195
106041129,Scone Surrounds,2022,1099,,,,3,,-32.050634,150.8676195
106041129,Scone Surrounds,2023,1116,,,,,,-32.050634,150.8676195
106041129,Scone Surrounds,2024,1137,,,,,,-32.050634,150.8676195
107011131,Dapto - Avondale,2011,,,9150,,,1.4,-34.4942858,150.7940291
107011131,Dapto - Avondale,2016,,,9655,,,1.3,-34.4942858,150.7940291
107011131,Dapto - Avondale,2017,,,,,,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2018,,,,,,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2019,,,,,,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2020,931,,,,3,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2021,986,,10328,,4,1.3,-34.4942858,150.7940291
107011131,Dapto - Avondale,2022,1069,,,,5,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2023,1111,,,,4,,-34.4942858,150.7940291
107011131,Dapto - Avondale,2024,1134,,,,3,,-34.4942858,150.7940291
107011132,Horsley - Kembla Grange,2011,,,3659,,,1.3,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2016,,,4270,,,1.2,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2017,,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2018,,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2019,,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2020,374,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2021,416,,6289,,3,1.0,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2022,465,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2023,496,,,,,,-34.4902857,150.7723602
107011132,Horsley - Kembla Grange,2024,533,,,,3,,-34.4902857,150.7723602
107011133,Port Kembla Industrial,2011,,,8,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2016,,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2017,,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2018,,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2019,,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2020,27,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2021,28,,3,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2022,37,,,,,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2023,31,,,,3,,-34.4835481,150.905765
107011133,Port Kembla Industrial,2024,27,,,,3,,-34.4835481,150.905765
107011134,Unanderra - Mount Kembla,2011,,,7019,,,1.6,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2016,,,7037,,,1.2,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2017,,,,,,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2018,,,,,,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2019,,,,,,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2020,1132,,,,4,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2021,1200,,6997,,5,1.2,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2022,1263,,,,5,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2023,1285,,,,3,,-34.4545933,150.8451519
107011134,Unanderra - Mount Kembla,2024,1324,,,,,,-34.4545933,150.8451519
107011545,Berkeley - Lake Heights - Cringila,2011,,,4618,,,1.1,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2016,,,5011,,,1.1,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2017,,,,,,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2018,,,,,,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2019,,,,,,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2020,486,,,,3,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2021,507,,5273,,3,1.2,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2022,554,,,,,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2023,629,,,,4,,-34.48364830000001,150.867654
107011545,Berkeley - Lake Heights - Cringila,2024,651,,,,3,,-34.48364830000001,150.867654
107011546,Port Kembla - Warrawong,2011,,,3020,,,1.0,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2016,,,3065,,,0.8,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2017,,,,,,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2018,,,,,,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2019,,,,,,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2020,588,,,,4,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2021,605,,3356,,,1.1,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2022,704,,,,3,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2023,746,,,,3,,-34.4846129,150.8804891
107011546,Port Kembla - Warrawong,2024,725,,,,3,,-34.4846129,150.8804891
107011547,Windang - Primbee,2011,,,1506,,,1.9,-34.5103897,150.8746934
107011547,Windang - Primbee,2016,,,1587,,,1.6,-34.5103897,150.8746934
107011547,Windang - Primbee,2017,,,,,,,-34.5103897,150.8746934
107011547,Windang - Primbee,2018,,,,,,,-34.5103897,150.8746934
107011547,Windang - Primbee,2019,,,,,,,-34.5103897,150.8746934
107011547,Windang - Primbee,2020,159,,,,3,,-34.5103897,150.8746934
107011547,Windang - Primbee,2021,180,,1564,,,1.7,-34.5103897,150.8746934
107011547,Windang - Primbee,2022,203,,,,,,-34.5103897,150.8746934
107011547,Windang - Primbee,2023,201,,,,,,-34.5103897,150.8746934
107011547,Windang - Primbee,2024,202,,,,,,-34.5103897,150.8746934
107031136,Albion Park - Macquarie Pass,2011,,,6524,,,1.3,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2016,,,6884,,,1.4,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2017,,,,,,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2018,,,,,,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2019,,,,,,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2020,699,,,,3,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2021,754,,9762,,,1.1,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2022,866,,,,,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2023,894,,,,3,,-34.5755371,150.7764301
107031136,Albion Park - Macquarie Pass,2024,939,,,,3,,-34.5755371,150.7764301
107031137,Albion Park Rail,2011,,,2955,,,1.2,-34.5686535,150.8060595
107031137,Albion Park Rail,2016,,,2904,,,1.2,-34.5686535,150.8060595
107031137,Albion Park Rail,2017,,,,,,,-34.5686535,150.8060595
107031137,Albion Park Rail,2018,,,,,,,-34.5686535,150.8060595
107031137,Albion Park Rail,2019,,,,,,,-34.5686535,150.8060595
107031137,Albion Park Rail,2020,378,,,,,,-34.5686535,150.8060595
107031137,Albion Park Rail,2021,390,,2929,,,1.5,-34.5686535,150.8060595
107031137,Albion Park Rail,2022,428,,,,,,-34.5686535,150.8060595
107031137,Albion Park Rail,2023,422,,,,3,,-34.5686535,150.8060595
107031137,Albion Park Rail,2024,451,,,,,,-34.5686535,150.8060595
107031138,Kiama,2011,,,3108,,,0.8,-34.669198,150.8528343
107031138,Kiama,2016,,,3225,,,0.8,-34.669198,150.8528343
107031138,Kiama,2017,,,,,,,-34.669198,150.8528343
107031138,Kiama,2018,,,,,,,-34.669198,150.8528343
107031138,Kiama,2019,,,,,,,-34.669198,150.8528343
107031138,Kiama,2020,691,,,,3,,-34.669198,150.8528343
107031138,Kiama,2021,738,,3587,,3,1.0,-34.669198,150.8528343
107031138,Kiama,2022,785,,,,,,-34.669198,150.8528343
107031138,Kiama,2023,790,,,,3,,-34.669198,150.8528343
107031138,Kiama,2024,835,,,,,,-34.669198,150.8528343
107031139,Kiama Downs - Minnamurra,2011,,,2808,,,1.1,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2016,,,2745,,,1.4,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2017,,,,,,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2018,,,,,,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2019,,,,,,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2020,371,,,,3,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2021,406,,2812,,3,1.2,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2022,430,,,,3,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2023,421,,,,4,,-34.6262859,150.8530816
107031139,Kiama Downs - Minnamurra,2024,453,,,,3,,-34.6262859,150.8530816
107031140,Kiama Hinterland - Gerringong,2011,,,3239,,,0.8,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2016,,,3478,,,0.9,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2017,,,,,,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2018,,,,,,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2019,,,,,,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2020,797,,,,3,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2021,842,,3775,,3,1.0,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2022,883,,,,3,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2023,891,,,,,,-34.7471752,150.8271155
107031140,Kiama Hinterland - Gerringong,2024,887,,,,3,,-34.7471752,150.8271155
107031141,Shellharbour - Flinders,2011,,,6317,,,1.4,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2016,,,8037,,,1.1,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2017,,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2018,,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2019,,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2020,1008,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2021,1100,,9501,,,1.1,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2022,1159,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2023,1225,,,,,,-34.5772645,150.8421332
107031141,Shellharbour - Flinders,2024,1263,,,,,,-34.5772645,150.8421332
107031142,Shellharbour - Oak Flats,2011,,,4336,,,1.1,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2016,,,4432,,,1.2,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2017,,,,,,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2018,,,,,,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2019,,,,,,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2020,674,,,,3,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2021,703,,4683,,,0.9,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2022,775,,,,3,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2023,771,,,,,,-34.563868,150.819243
107031142,Shellharbour - Oak Flats,2024,812,,,,,,-34.563868,150.819243
107031143,Warilla,2011,,,7276,,,1.0,-34.5524329,150.8601536
107031143,Warilla,2016,,,7346,,,1.1,-34.5524329,150.8601536
107031143,Warilla,2017,,,,,,,-34.5524329,150.8601536
107031143,Warilla,2018,,,,,,,-34.5524329,150.8601536
107031143,Warilla,2019,,,,,,,-34.5524329,150.8601536
107031143,Warilla,2020,707,,,,3,,-34.5524329,150.8601536
107031143,Warilla,2021,737,,7642,,3,1.1,-34.5524329,150.8601536
107031143,Warilla,2022,846,,,,9,,-34.5524329,150.8601536
107031143,Warilla,2023,832,,,,6,,-34.5524329,150.8601536
107031143,Warilla,2024,853,,,,5,,-34.5524329,150.8601536
107041144,Balgownie - Fairy Meadow,2011,,,8429,,,0.9,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2016,,,9028,,,1.0,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2017,,,,,,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2018,,,,,,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2019,,,,,,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2020,1354,,,,3,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2021,1364,,9773,,3,0.9,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2022,1463,,,,4,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2023,1540,,,,3,,-34.3886313,150.8893082
107041144,Balgownie - Fairy Meadow,2024,1597,,,,5,,-34.3886313,150.8893082
107041145,Corrimal - Tarrawanna - Bellambi,2011,,,6366,,,1.0,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2016,,,6595,,,1.0,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2017,,,,,,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2018,,,,,,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2019,,,,,,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2020,848,,,,3,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2021,904,,7084,,3,1.0,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2022,956,,,,3,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2023,982,,,,3,,-34.3804182,150.8881279
107041145,Corrimal - Tarrawanna - Bellambi,2024,1034,,,,,,-34.3804182,150.8881279
107041146,Figtree - Keiraville,2011,,,8737,,,1.0,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2016,,,9262,,,0.9,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2017,,,,,,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2018,,,,,,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2019,,,,,,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2020,1095,,,,3,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2021,1198,,10679,,3,0.9,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2022,1273,,,,3,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2023,1241,,,,3,,-34.4361006,150.8627739
107041146,Figtree - Keiraville,2024,1301,,,,3,,-34.4361006,150.8627739
107041147,Helensburgh,2011,,,4367,,,1.2,-34.1913797,150.9820056
107041147,Helensburgh,2016,,,4635,,,1.0,-34.1913797,150.9820056
107041147,Helensburgh,2017,,,,,,,-34.1913797,150.9820056
107041147,Helensburgh,2018,,,,,,,-34.1913797,150.9820056
107041147,Helensburgh,2019,,,,,,,-34.1913797,150.9820056
107041147,Helensburgh,2020,679,,,,,,-34.1913797,150.9820056
107041147,Helensburgh,2021,719,,4740,,3,1.3,-34.1913797,150.9820056
107041147,Helensburgh,2022,771,,,,3,,-34.1913797,150.9820056
107041147,Helensburgh,2023,777,,,,3,,-34.1913797,150.9820056
